Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID
"Kerepcic I., Koludrovic M., Jurin M., Stracenski M., Kondres N., Magerle A.","6507178460;6505904030;57213358836;6507742627;57213487325;6507172367;","Clozapine in treatment of schizophrenic heteroaggressive forensic patients",1994,"Psychiatria Danubina","6","1-2",,"105","108",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028143237&partnerID=40&md5=ae02b91bc5dd6dd23e5e763b827d79b3",,"Kerepcic, I.; Koludrovic, M.; Jurin, M.; Stracenski, M.; Kondres, N.; Magerle, A.","clozapine; forensic schizophrenic patients","clozapine; neuroleptic agent; adult; aggression; article; clinical article; clinical trial; controlled clinical trial; controlled study; drug efficacy; female; forensic psychiatry; human; insomnia; male; oral drug administration; schizophrenia",,Article,"Final","",Scopus,2-s2.0-0028143237
"Sullivan R.","57196785303;","Court allows holding of mental patients who may cause trouble.",1994,"The New York times",,,,"59","",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028771297&partnerID=40&md5=a3315a4d57f62ecd817b209d4ca24933",,"Sullivan, R.",,"psychotropic agent; addiction; alcoholism; article; civil rights; criminal law; deinstitutionalization; forensic psychiatry; government; human; institutionalization; jurisprudence; Legal Approach; mental disease; Mental Health Therapies; mental hospital; mental patient; patient advocacy; patient compliance; patient right; Popular Approach/Source; United States; violence; Legal Approach; Mental Health Therapies; New York City; Popular Approach/Source; Alcoholism; Civil Rights; Commitment of Mentally Ill; Criminal Law; Dangerous Behavior; Deinstitutionalization; Hospitals, Psychiatric; Humans; Institutionalization; Jurisprudence; Mental Disorders; Mentally Ill Persons; New York; New York City; Patient Advocacy; Patient Compliance; Patient Rights; Psychotropic Drugs; State Government; Substance-Related Disorders; Violence","Sullivan, R.",Article,"Final","",Scopus,2-s2.0-0028771297
"Fortuna Joseph","57225843065;","Statistical analysis of cocaine head-space vapors",1994,"Proceedings of SPIE - The International Society for Optical Engineering","2092",,,"120","130",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028755564&partnerID=40&md5=6f82789ef485b19aeb4c39f3a6c95630","Drug Enforcement Administration,, Lorton, VA, USA","Fortuna, Joseph, Drug Enforcement Administration,, Lorton, VA, USA",,"Chemical analysis; Drug products; Statistical methods; Cocaine analysis; Head space vapors; Statistical analysis; Target screening chemicals; Vapors","Fortuna, Joseph; Drug Enforcement Administration,, ",Article,"Final","",Scopus,2-s2.0-0028755564
"Swenson V.J., Crabbe C.","6505791037;7801359441;","Pregnant substance abusers: a problem that won't go away.",1994,"St. Mary""s law journal","25","2",,"623","673",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028717124&partnerID=40&md5=6a01210ee22ea98dcc0044842f19c83b",,"Swenson, V.J.; Crabbe, C.",,"addiction; alcohol abuse; alcoholism; article; Behavior Disorders; child abuse; child parent relation; Constitutional Law; criminal law; Disadvantaged; drug abuse; economics; Equal Protection; fetus; forensic psychiatry; Genetics and Reproduction; government; health care delivery; human rights; involuntary commitment; Judicial Action; jurisprudence; Legal Approach; legal liability; mental disease; newborn; newborn disease; persuasive communication; pregnancy; prenatal exposure; Prenatal Injuries; social discrimination; social psychology; socioeconomics; United States; Alcohol Abuse; Behavior Disorders; Constitutional Law; Disadvantaged; Drug Abuse; Equal Protection; Federal Government; Florida; Genetics and Reproduction; Illinois; Indiana; Involuntary Commitment; Judicial Action; Legal Approach; Minnesota; Nevada; Oklahoma; Pregnant Women; Prenatal Injuries; Social Discrimination; United States; Utah; Alcoholism; Child Abuse; Civil Rights; Coercion; Commitment of Mentally Ill; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Criminal Law; Delivery of Health Care; Economics; Fetus; Florida; Government; Illinois; Indiana; Infant, Newborn; Jurisprudence; Legislation; Liability, Legal; Mental Disorders; Minnesota; Nevada; Oklahoma; Parent-Child Relations; Pregnancy; Prejudice; Prenatal Exposure Delayed Effects; Socioeconomic Factors; State Government; Substance-Related Disorders; United States; Utah","Swenson, V.J.",Article,"Final","",Scopus,2-s2.0-0028717124
"Min K.K.","8076354500;","The white plague returns: law and the new tuberculosis.",1994,"Washington law review (Seattle, Wash. : 1962)","69",,,"1121","1142",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028679810&partnerID=40&md5=8f666c7c6cd2bd48f2deead194600739",,"Min, K.K.",,"drug; article; civil rights; communicable disease; forensic psychiatry; government; government regulation; Health Care and Public Health; history; homelessness; human; infection control; jurisprudence; Legal Approach; mandatory program; patient compliance; persuasive communication; policy; poverty; public health; social control; socioeconomics; tuberculosis; United States; violence; Health Care and Public Health; Legal Approach; Civil Rights; Coercion; Commitment of Mentally Ill; Communicable Diseases; Dangerous Behavior; Government Regulation; History; Homeless Persons; Humans; Jurisprudence; Mandatory Programs; Patient Compliance; Pharmaceutical Preparations; Poverty; Public Health; Public Policy; Quarantine; Social Control, Formal; Socioeconomic Factors; State Government; Tuberculosis; United States","Min, K.K.",Article,"Final","",Scopus,2-s2.0-0028679810
"Schaefer G.J.","7102506008;","Drug-induced alteration of psychotic behavior: who benefits?",1994,"Journal of law and health","9","1",,"43","68",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028678258&partnerID=40&md5=b641c5407b845b4d5eea4d5977d901fc",,"Schaefer, G.J.",,"psychotropic agent; article; civil rights; criminal law; forensic psychiatry; human; jurisprudence; Legal Approach; mental capacity; Mental Health Therapies; mental patient; patient compliance; persuasive communication; prisoner; Professional Patient Relationship; risk; risk assessment; treatment refusal; United States; Legal Approach; Mental Health Therapies; Professional Patient Relationship; Civil Rights; Coercion; Commitment of Mentally Ill; Criminal Law; Humans; Jurisprudence; Mental Competency; Mentally Ill Persons; Patient Compliance; Prisoners; Psychotropic Drugs; Risk; Risk Assessment; Treatment Refusal; United States","Schaefer, G.J.",Article,"Final","",Scopus,2-s2.0-0028678258
"Smith F.P., Armbruster D.A.","55465772000;7005165902;","A discussion of 'method comparison of EMIT II and OnLine with RIA for drug screening,' (J. Forensic Sci., Vol. 38, No. 6, Nov. 1993, pp. 1326-1341) [5]",1994,"Journal of Forensic Sciences","39","4",,"909","911",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028673811&partnerID=40&md5=fe39207111b9ad42fb2490fb9e22bcde","Graduate Program in Forensic Science, Department of Criminal Justice, University of Alabama, Birmingham, AL 35294-2060, United States","Smith, F.P., Graduate Program in Forensic Science, Department of Criminal Justice, University of Alabama, Birmingham, AL 35294-2060, United States; Armbruster, D.A., Graduate Program in Forensic Science, Department of Criminal Justice, University of Alabama, Birmingham, AL 35294-2060, United States",,"cannabis; calibration; drug urine level; human; instrument; laboratory test; letter; priority journal; radioimmunoassay; reproducibility; urinalysis; Calibration; Cannabis; Comparative Study; Human; Immunoassay; Sensitivity and Specificity; Substance Abuse Detection; Substance-Related Disorders","Smith, F.P.; Graduate Program in Forensic Science, , Birmingham, AL 35294-2060, United States",Letter,"Final","",Scopus,2-s2.0-0028673811
"Smith F.P., Kidwell D.A., Kintz P., Mangin P.","55465772000;7004829122;16740075400;7102504030;","A discussion of opiate concentrations in human head, axillary, and pubic hair [1]",1994,"Journal of Forensic Sciences","39","2",,"301","303",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028672582&partnerID=40&md5=76561b7d79c6abe3329c14683e0f98eb","University of Alabama, Birmingham, AL 35294-2060, United States","Smith, F.P., University of Alabama, Birmingham, AL 35294-2060, United States; Kidwell, D.A., University of Alabama, Birmingham, AL 35294-2060, United States; Kintz, P., University of Alabama, Birmingham, AL 35294-2060, United States; Mangin, P., University of Alabama, Birmingham, AL 35294-2060, United States",,"opiate; diagnostic accuracy; diagnostic value; drug determination; environmental exposure; hair; letter; opiate addiction; priority journal; tissue distribution; Forensic Medicine; Hair; Human; Narcotics; Substance Abuse Detection","Smith, F.P.; University of Alabama, Birmingham, AL 35294-2060, United States",Letter,"Final","",Scopus,2-s2.0-0028672582
"Schulz M., Schmoldt A.","7402485632;7006076862;","A compilation of therapeutic and toxic plasma drug concentrations [ZUSAMMENSTELLUNG THERAPEUTISCHER UND TOXISCHER PLASMAKONZENTRATIONSBEREICHE VON ARZNEISTOFFEN]",1994,"Anaesthesist","43","12",,"835","844",,29,"10.1007/s001010050126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028670615&doi=10.1007%2fs001010050126&partnerID=40&md5=2c29d21024ab050b2536957271d71f09","Institut fur Rechtsmedizin, Universitat Hamburg, Universitats-Krankenhaus Eppendorf, Butenfeld 34, D-22529 Hamburg, Germany","Schulz, M., Institut fur Rechtsmedizin, Universitat Hamburg, Universitats-Krankenhaus Eppendorf, Butenfeld 34, D-22529 Hamburg, Germany; Schmoldt, A., Institut fur Rechtsmedizin, Universitat Hamburg, Universitats-Krankenhaus Eppendorf, Butenfeld 34, D-22529 Hamburg, Germany","clinical toxicology; drug monitoring; intoxication; pharmacokinetics; toxic plasma concentrations","acebutolol; acemetacin; acetazolamide; albendazole; alcohol; allopurinol; amantadine; amikacin; ampicillin; amrinone; antidepressant agent; astemizole; baclofen; barbituric acid derivative; benzodiazepine; bisoprolol; bopindolol; bromperidol; bupivacaine; bupranolol; diclofenac; digoxin; diltiazem; doxepin; enoxacin; etomidate; hypnotic agent; neuroleptic agent; salbutamol; sedative agent; unindexed drug; drug; drug blood level; drug monitoring; drug toxicity; forensic medicine; human; short survey; blood; drug therapy; half life time; intoxication; pharmacokinetics; review; Drug Therapy; English Abstract; Half-Life; Human; Pharmaceutical Preparations; Pharmacokinetics; Poisoning","Schmoldt, A.; Institut fur Rechtsmedizin, Butenfeld 34, D-22529 Hamburg, Germany",Short Survey,"Final","",Scopus,2-s2.0-0028670615
"Ladds B., Convit A.","6603058580;7003659386;","Involuntary medication of patients who are incompetent to stand trial: A review of empirical studies",1994,"Bulletin of the American Academy of Psychiatry and the Law","22","4",,"519","532",,10,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028618234&partnerID=40&md5=54b2b8788e25243725be63a2d52c1848","201-2J West 92nd Street, New York, NY 10025, United States","Ladds, B., 201-2J West 92nd Street, New York, NY 10025, United States; Convit, A., 201-2J West 92nd Street, New York, NY 10025, United States",,"neuroleptic agent; attitude; drug use; forensic psychiatry; human; involuntary commitment; legal aspect; medical research; patient compliance; patient selection; review; Competence; Empirical Approach; Empirical Research; Law Enforcement; Legal Approach; Legal Rights; Mental Health Therapies; Mentally Ill; New York; Professional Patient Relationship; Selection Of Subjects; Antipsychotic Agents; Civil Rights; Human; Liability, Legal; Mental Competency; Mentally Ill Persons; Patient Selection; Treatment Refusal; United States","Ladds, B.201-2J West 92nd Street, New York, NY 10025, United States",Review,"Final","",Scopus,2-s2.0-0028618234
