Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID
"Alisabeth C., Pramadi Y.R.","57221752938;57213220527;","Forensic analysis of instagram on Android",2020,"IOP Conference Series: Materials Science and Engineering","1007","1","012116","","",,3,"10.1088/1757-899X/1007/1/012116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100014919&doi=10.1088%2f1757-899X%2f1007%2f1%2f012116&partnerID=40&md5=29175425d92b8864a433bcd577fa7cd9","Cyber Security Engineering, Department of Cyber Security, Politeknik Siber dan Sandi Negara, Indonesia","Alisabeth, C., Cyber Security Engineering, Department of Cyber Security, Politeknik Siber dan Sandi Negara, Indonesia; Pramadi, Y.R., Cyber Security Engineering, Department of Cyber Security, Politeknik Siber dan Sandi Negara, Indonesia",,,"Pramadi, Y.R.; Cyber Security Engineering, Indonesia; email: yogha.restu@poltekssn.ac.id",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85100014919
"Dong R., Li S., Lin D., Chen H., Yang L.","55840957400;57195563882;55312714900;57222661917;15128243500;","Progress of the applications of surface-enhanced Raman spectroscopy in illicit drug detection [表面增强拉曼光谱在毒品检测中的应用进展]",2020,"Scientia Sinica Chimica","51","3",,"294","309",,6,"10.1360/SSC-2020-0196","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103627119&doi=10.1360%2fSSC-2020-0196&partnerID=40&md5=5d9e970ec3a0f97bc4684c49a7c77424","Institute of Health and Medical Technology, Hefei Institutes of Physical Science, Chinese Academy Sciences, Hefei, 230031, China; University of Science and Technology of China, Hefei, 230026, China; Anhui CAS-SAFER Technology Co., Ltd., Hefei, 230088, China","Dong, R., Institute of Health and Medical Technology, Hefei Institutes of Physical Science, Chinese Academy Sciences, Hefei, 230031, China, University of Science and Technology of China, Hefei, 230026, China, Anhui CAS-SAFER Technology Co., Ltd., Hefei, 230088, China; Li, S., Institute of Health and Medical Technology, Hefei Institutes of Physical Science, Chinese Academy Sciences, Hefei, 230031, China, University of Science and Technology of China, Hefei, 230026, China; Lin, D., Institute of Health and Medical Technology, Hefei Institutes of Physical Science, Chinese Academy Sciences, Hefei, 230031, China, University of Science and Technology of China, Hefei, 230026, China; Chen, H., Anhui CAS-SAFER Technology Co., Ltd., Hefei, 230088, China; Yang, L., Institute of Health and Medical Technology, Hefei Institutes of Physical Science, Chinese Academy Sciences, Hefei, 230031, China","Data analysis; Illicit drug; Substrate; Surface-enhanced Raman spectroscopy; Trace detection",,"Yang, L.; Institute of Health and Medical Technology, China; email: lbyang@iim.ac.cn",Article,"Final","",Scopus,2-s2.0-85103627119
"Kou X.-H., Liang F., Ma C.-Y.","57221737717;57221724314;57221730455;","Discussion on Forensic Identification of the Rationality of Medical Expense [医疗费合理性的法医学鉴定探讨]",2020,"Journal of Forensic Medicine","36","6",,"848","851",,,"10.12116/j.issn.1004-5619.2020.06.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099967221&doi=10.12116%2fj.issn.1004-5619.2020.06.015&partnerID=40&md5=db7fb0d31fbe8afd3c525f9b8679bf7f","Beijing Huaxia Evidence Identification Center, Beijing, 100089, China","Kou, X.-H., Beijing Huaxia Evidence Identification Center, Beijing, 100089, China; Liang, F., Beijing Huaxia Evidence Identification Center, Beijing, 100089, China; Ma, C.-Y., Beijing Huaxia Evidence Identification Center, Beijing, 100089, China","Compensation and redress; Expert testimony; Fees, medical; Forensic medicine; Rational use of drug","conflict; expert witness; forensic medicine; Dissent and Disputes; Expert Testimony; Forensic Medicine",,Article,"Final","",Scopus,2-s2.0-85099967221
"Deng H., Ji Y., Tang S., Yang F., Tang G., Shi H., Lee H.K.","55196153500;57219890553;57203748055;55364038000;35485752900;57218199371;55666413800;","Application of Chiral and Achiral Supercritical Fluid Chromatography in Pesticide Analysis: A Review",2020,"Journal of Chromatography A","1634",,"461684","","",,18,"10.1016/j.chroma.2020.461684","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095916635&doi=10.1016%2fj.chroma.2020.461684&partnerID=40&md5=1e86cb24050d09a4a0e78a0c018668fa","China National Tobacco Quality Supervision and Test Center, High and New Technology Industries Development Zone, No.6 Cuizhu Street, Zhengzhou, 450001, China; School of Environmental and Chemical Engineering, Jiangsu University of Science and Technology, Zhenjiang, Jiangsu Province  212003, China; Jiangsu Institute for Food and Drug Control, Nanjing, Jiangsu Province  210019, China; Key Laboratory for Impurity Profile of Chemical Drugs, National Medical Products Administration, Nanjing, Jiangsu Province  210019, China; Department of Chemistry, National University of Singapore, 3 Science Drive 3Singapore  117543, Singapore; National University of Singapore Environmental Research InstituteSingapore  117411, Singapore; Tropical Marine Science Institute, National University of Singapore, S2S Building, 18 Kent Ridge RoadSingapore  119227, Singapore","Deng, H., China National Tobacco Quality Supervision and Test Center, High and New Technology Industries Development Zone, No.6 Cuizhu Street, Zhengzhou, 450001, China; Ji, Y., China National Tobacco Quality Supervision and Test Center, High and New Technology Industries Development Zone, No.6 Cuizhu Street, Zhengzhou, 450001, China; Tang, S., School of Environmental and Chemical Engineering, Jiangsu University of Science and Technology, Zhenjiang, Jiangsu Province  212003, China; Yang, F., China National Tobacco Quality Supervision and Test Center, High and New Technology Industries Development Zone, No.6 Cuizhu Street, Zhengzhou, 450001, China; Tang, G., China National Tobacco Quality Supervision and Test Center, High and New Technology Industries Development Zone, No.6 Cuizhu Street, Zhengzhou, 450001, China; Shi, H., Jiangsu Institute for Food and Drug Control, Nanjing, Jiangsu Province  210019, China, Key Laboratory for Impurity Profile of Chemical Drugs, National Medical Products Administration, Nanjing, Jiangsu Province  210019, China; Lee, H.K., Department of Chemistry, National University of Singapore, 3 Science Drive 3Singapore  117543, Singapore, National University of Singapore Environmental Research InstituteSingapore  117411, Singapore, Tropical Marine Science Institute, National University of Singapore, S2S Building, 18 Kent Ridge RoadSingapore  119227, Singapore","Enantioselective separation; Multiresidue pesticide analysis; Pesticides; Supercritical fluid chromatography","Biochemistry; Carbon dioxide; Effluent treatment; Liquid chromatography; Pesticides; Resuscitation; Supercritical fluid extraction; Supercritical fluids; Chromatographic conditions; Chromatographic techniques; Environmental analysis; Environmental behavior; Pharmaceutical analysis; Pressurized carbon dioxide; Separation and identification; Super critical fluid chromatography; Gas chromatography; acaricide; cyflumetofen; difenoconazole; fungicide; herbicide; insecticide; myclobutanil; pesticide; unclassified drug; carbon dioxide; pesticide; analytical parameters; Article; capillary chromatography; chemical analysis; chiral chromatography; chiral separation; chirality; column chromatography; comparative effectiveness; enantioseparation; gas chromatography; priority journal; residue analysis; supercritical fluid chromatography; validation process; chemical analysis; chemistry; pollutant; procedures; stereoisomerism; Carbon Dioxide; Chemistry Techniques, Analytical; Chromatography, Supercritical Fluid; Environmental Pollutants; Pesticides; Stereoisomerism","Deng, H.; China National Tobacco Quality Supervision and Test Center, No.6 Cuizhu Street, China; email: hmdeng_2015@163.com",Article,"Final","",Scopus,2-s2.0-85095916635
"Belfry K.D., Deibel S.H., Kolla N.J.","57317298900;55206496100;15048373300;","Time of Day Matters: An Exploratory Assessment of Chronotype in a Forensic Psychiatric Hospital",2020,"Frontiers in Psychiatry","11",,"550597","","",,3,"10.3389/fpsyt.2020.550597","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098725712&doi=10.3389%2ffpsyt.2020.550597&partnerID=40&md5=589ad04f8f0a23cddb0d8714be40d5ab","Waypoint Centre for Mental Health Care, Waypoint Research Institute, Penetanguishene, ON, Canada; Department of Psychology, Memorial University of Newfoundland, St. John's, NL, Canada; Department of Psychiatry, University of Toronto, Toronto, ON, Canada; Centre for Addiction and Mental Health (CAMH), Toronto, ON, Canada; Violence Prevention Neurobiological Research Unit, CAMH, Toronto, ON, Canada","Belfry, K.D., Waypoint Centre for Mental Health Care, Waypoint Research Institute, Penetanguishene, ON, Canada; Deibel, S.H., Department of Psychology, Memorial University of Newfoundland, St. John's, NL, Canada; Kolla, N.J., Waypoint Centre for Mental Health Care, Waypoint Research Institute, Penetanguishene, ON, Canada, Department of Psychiatry, University of Toronto, Toronto, ON, Canada, Centre for Addiction and Mental Health (CAMH), Toronto, ON, Canada, Violence Prevention Neurobiological Research Unit, CAMH, Toronto, ON, Canada","aggression; chronotype; dark triad; evening type; forensic; morningness-eveningness; psychotic disorders; substance use disorder","chlorpromazine; neuroleptic agent; adult; aged; aggression; anger; Article; biological trait; Buss Perry Aggression Questionnaire Short Form; chronotype; controlled study; disease association; drug dependence; exploratory research; female; forensic psychiatry; hospital patient; hostility; human; major clinical study; male; mental disease; mental hospital; Morningness Eveningness Questionnaire; Munich ChronoType Questionnaire; narcissism; personality disorder; Pittsburgh Sleep Quality Index; psychosis; questionnaire; sex factor; sex ratio; Short Dark Triad Questionnaire; time factor","Kolla, N.J.; Waypoint Centre for Mental Health Care, Canada; email: nkolla@waypointcentre.ca
Kolla, N.J.; Department of Psychiatry, Canada; email: nkolla@waypointcentre.ca
Kolla, N.J.; Centre for Addiction and Mental Health (CAMH)Canada; email: nkolla@waypointcentre.ca
Kolla, N.J.; Violence Prevention Neurobiological Research Unit, Canada; email: nkolla@waypointcentre.ca",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85098725712
"Nagumalli S.K., Jacob C.C., Gamboa da Costa G.","57206696708;36969653500;6602349166;","A rapid and highly sensitive UPLC-ESI-MS/MS method for the analysis of the fatty acid profile of edible vegetable oils",2020,"Journal of Chromatography B: Analytical Technologies in the Biomedical and Life Sciences","1161",,"122415","","",,4,"10.1016/j.jchromb.2020.122415","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096688093&doi=10.1016%2fj.jchromb.2020.122415&partnerID=40&md5=062eefe9355f49822d0de8e6a04f05cb","US Food and Drug Administration, National Center for Toxicological Research, Jefferson, AR, United States","Nagumalli, S.K., US Food and Drug Administration, National Center for Toxicological Research, Jefferson, AR, United States; Jacob, C.C., US Food and Drug Administration, National Center for Toxicological Research, Jefferson, AR, United States; Gamboa da Costa, G., US Food and Drug Administration, National Center for Toxicological Research, Jefferson, AR, United States","Dimethylaminoethanol; Electrospray ionization tandem mass spectrometry; Transesterification; Triglyceride fatty acids","Chromatographic analysis; Gas chromatography; Ionization of gases; Ionization of liquids; Liquid chromatography; Mass spectrometry; Transesterification; Vegetable oils; Accuracy and precision; Alkaline conditions; Analytical procedure; Edible vegetable oil; Electrospray tandem mass spectrometry; Evaluation and classifications; Limit of quantifications; Ultra performance liquid chromatography; Unsaturated fatty acids; deanol; decanoic acid; edible oil; fatty acid; fatty acid ester; glyceryl tricaprate; glyceryl trilaurate; glyceryl trilinolenate; glyceryl trimyristate; glyceryl trioleinate; glyceryl tripalmitoleate; lauric acid; linoleic acid; linolenic acid; myristic acid; octanoic acid; oleic acid; palmitic acid; palmitoleic acid; saturated fatty acid; stearic acid; triacylglycerol; tricaprilin; trilinolein; tripalmitin; tristearin; unclassified drug; unsaturated fatty acid; vegetable oil; fatty acid; vegetable oil; Article; controlled study; electrospray; electrospray mass spectrometry; fatty acid analysis; flame ionization detection; gas liquid chromatography; priority journal; transesterification; ultra performance liquid chromatography; chemistry; electrospray mass spectrometry; esterification; high performance liquid chromatography; limit of detection; procedures; reproducibility; tandem mass spectrometry; Chromatography, High Pressure Liquid; Esterification; Fatty Acids; Limit of Detection; Plant Oils; Reproducibility of Results; Spectrometry, Mass, Electrospray Ionization; Tandem Mass Spectrometry; Triglycerides","Gamboa da Costa, G.; US Food and Drug Administration, United States; email: goncalo.gamboa@fda.hhs.gov",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85096688093
"Alghanim H., Balamurugan K., McCord B.","6508206767;7004028457;7004001442;","Development of DNA methylation markers for sperm, saliva and blood identification using pyrosequencing and qPCR/HRM",2020,"Analytical Biochemistry","611",,"113933","","",,6,"10.1016/j.ab.2020.113933","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091112839&doi=10.1016%2fj.ab.2020.113933&partnerID=40&md5=6c33eaf4ed98ab98807c951dd10692a6","Department of Chemistry and Biochemistry, Florida International University, Miami, FL  33199, United States; General Department of Forensic Science and Criminology, Dubai Police, Dubai, United Arab Emirates; School of Criminal Justice, Forensic Science and Security, The University of Southern Mississippi, Hattiesburg, MS  39406, United States","Alghanim, H., Department of Chemistry and Biochemistry, Florida International University, Miami, FL  33199, United States, General Department of Forensic Science and Criminology, Dubai Police, Dubai, United Arab Emirates; Balamurugan, K., School of Criminal Justice, Forensic Science and Security, The University of Southern Mississippi, Hattiesburg, MS  39406, United States; McCord, B., Department of Chemistry and Biochemistry, Florida International University, Miami, FL  33199, United States","Body fluid identification; DNA methylation; Epigenetic; Forensics; High resolution melt analysis; Pyrosequencing","Alkylation; DNA; Forensic science; Methylation; Polymerase chain reaction; Tissue; Crime scenes; DNA Methylation; Forensic applications; Pyrosequencing; Quantitative PCR; Sperm cells; Tissue specifics; Venous bloods; Blood; aromatic hydrocarbon receptor; aryl hydrocarbon receptor repressor; neuromedin U; neuromedin u receptor 2; sa 6 protein; saliva protein; spacer DNA; ubiquitin conjugating enzyme E2; ubiquitin conjugating enzyme e2 u; unclassified drug; Article; blood; body fluid; controlled study; DNA extraction; DNA methylation; epigenome; female; high resolution melting analysis; human; human experiment; male; menstruation; normal human; oral biopsy; polymerase chain reaction; priority journal; pyrosequencing; saliva; seminal plasma; sperm; sweat; vaginal secretion; venous blood; adult; clinical trial; CpG island; DNA sequence; forensic genetics; genetic marker; high throughput sequencing; saliva; spermatozoon; Adult; CpG Islands; DNA Methylation; Female; Forensic Genetics; Genetic Markers; High-Throughput Nucleotide Sequencing; Humans; Male; Saliva; Sequence Analysis, DNA; Spermatozoa","McCord, B.; Department of Chemistry and Biochemistry, United States; email: mccordb@fiu.edu",Article,"Final","",Scopus,2-s2.0-85091112839
"El Mhammedi M.A., Saqrane S., Lahrich S., Laghrib F., El Bouabi Y., Farahi A., Bakasse M.","12042542100;55394807900;55512373600;57193952180;56798627000;55512200100;24381480900;","Current Trends in Analytical Methods for the Determination of Hydroxychloroquine and Its Application as Treatment for COVID-19",2020,"ChemistrySelect","5","46",,"14602","14612",,6,"10.1002/slct.202003361","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097413097&doi=10.1002%2fslct.202003361&partnerID=40&md5=42c25acfd90eb718a9b100c965b702f8","Sultan Moulay Slimane University of Beni Mellal, Laboratory of Chemistry, Modeling and Environmental Sciences, Polydisciplinary faculty, Khouribga, 25 000, Morocco; Chouaib Doukkali University, Faculty of Sciences, Laboratory of Organic Bioorganic Chemistry and Environment, El Jadida, Morocco","El Mhammedi, M.A., Sultan Moulay Slimane University of Beni Mellal, Laboratory of Chemistry, Modeling and Environmental Sciences, Polydisciplinary faculty, Khouribga, 25 000, Morocco; Saqrane, S., Sultan Moulay Slimane University of Beni Mellal, Laboratory of Chemistry, Modeling and Environmental Sciences, Polydisciplinary faculty, Khouribga, 25 000, Morocco; Lahrich, S., Sultan Moulay Slimane University of Beni Mellal, Laboratory of Chemistry, Modeling and Environmental Sciences, Polydisciplinary faculty, Khouribga, 25 000, Morocco; Laghrib, F., Sultan Moulay Slimane University of Beni Mellal, Laboratory of Chemistry, Modeling and Environmental Sciences, Polydisciplinary faculty, Khouribga, 25 000, Morocco; El Bouabi, Y., Sultan Moulay Slimane University of Beni Mellal, Laboratory of Chemistry, Modeling and Environmental Sciences, Polydisciplinary faculty, Khouribga, 25 000, Morocco; Farahi, A., Sultan Moulay Slimane University of Beni Mellal, Laboratory of Chemistry, Modeling and Environmental Sciences, Polydisciplinary faculty, Khouribga, 25 000, Morocco; Bakasse, M., Chouaib Doukkali University, Faculty of Sciences, Laboratory of Organic Bioorganic Chemistry and Environment, El Jadida, Morocco","Biological fluids; Chromatography; COVID-19; Drug discovery; Electrochemistry; Hydroxychloroquine, Sensors.",,"El Mhammedi, M.A.; Sultan Moulay Slimane University of Beni Mellal, Morocco; email: elmhammedi@yahoo.fr",Review,"Final","",Scopus,2-s2.0-85097413097
"Spinelli C., Paradis-Gagné E., Per M., Fleischmann M.H., Manova V., Wallace A., Khoury B.","57207348982;57205111167;57211865139;57211458046;57221091405;57225912551;55338422300;","Evaluating the Use of Mindfulness and Yoga Training on Forensic Inpatients: A Pilot Study",2020,"Frontiers in Psychiatry","11",,"614409","","",,1,"10.3389/fpsyt.2020.614409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098199576&doi=10.3389%2ffpsyt.2020.614409&partnerID=40&md5=093f9ec3bafaa44fee6986e2c4a45478","Department of Educational and Counselling Psychology, McGill University, Montreal, QC, Canada; Faculty of Nursing, Université de Montréal, Montreal, QC, Canada","Spinelli, C., Department of Educational and Counselling Psychology, McGill University, Montreal, QC, Canada; Paradis-Gagné, E., Faculty of Nursing, Université de Montréal, Montreal, QC, Canada; Per, M., Department of Educational and Counselling Psychology, McGill University, Montreal, QC, Canada; Fleischmann, M.H., Department of Educational and Counselling Psychology, McGill University, Montreal, QC, Canada; Manova, V., Department of Educational and Counselling Psychology, McGill University, Montreal, QC, Canada; Wallace, A., Department of Educational and Counselling Psychology, McGill University, Montreal, QC, Canada; Khoury, B., Department of Educational and Counselling Psychology, McGill University, Montreal, QC, Canada","cognitive and emotion regulation; forensic inpatients; mindfulness; stress; yoga","clozapine; adult; Article; clinical article; clinical evaluation; comorbidity; drug dependence; drug effect; emotion regulation; female; follow up; human; male; mindfulness; personality disorder; physiological stress; pilot study; schizoaffective psychosis; schizophrenia; self report; sex ratio; yoga","Spinelli, C.; Department of Educational and Counselling Psychology, Canada; email: christina.spinelli@mail.mcgill.ca",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85098199576
"Malik A.H., Phd, Zehra N., Ahmad M., Parui R., Iyer P.K., Phd","56516009800;57203211559;56386562200;57194497571;56962713700;","Advances in conjugated polymers for visualization of latent fingerprints: A critical perspective",2020,"New Journal of Chemistry","44","45",,"19423","19439",,9,"10.1039/d0nj04131a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096975265&doi=10.1039%2fd0nj04131a&partnerID=40&md5=800afbab319fdb59f9400767657bf01f","Department of Higher Education, Govt. Degree College Sopore, Kashmir, 193201, India; Department of Chemistry, Indian Institute of Technology Guwahati, Guwahati, 781039, India; Centre for Nanotechnology, Indian Institute of Technology Guwahati, Guwahati, 781039, India","Malik, A.H., Phd, Department of Higher Education, Govt. Degree College Sopore, Kashmir, 193201, India, Department of Chemistry, Indian Institute of Technology Guwahati, Guwahati, 781039, India; Zehra, N., Department of Chemistry, Indian Institute of Technology Guwahati, Guwahati, 781039, India; Ahmad, M., Department of Chemistry, Indian Institute of Technology Guwahati, Guwahati, 781039, India; Parui, R., Department of Chemistry, Indian Institute of Technology Guwahati, Guwahati, 781039, India; Iyer, P.K., Phd, Department of Chemistry, Indian Institute of Technology Guwahati, Guwahati, 781039, India, Centre for Nanotechnology, Indian Institute of Technology Guwahati, Guwahati, 781039, India",,"Chemical detection; Chemical stability; Forensic science; Pattern recognition; Polyelectrolytes; Cancer therapeutics; Chemical and biological sensors; Conjugated polyelectrolytes; Critical perspectives; Fluorescence emission; Hydrophobic-hydrophilic; Polymer nanoparticles; Specific interaction; Conjugated polymers; conjugated polymer; cyanoacrylate; fluorene derivative; nanoparticle; ninhydrin; polyelectrolyte; polymer; quantum dot; silver nitrate; unclassified drug; Article; finger dermatoglyphics; fluorescence imaging; forensic identification; forensic science; history; human; hydrophilicity; hydrophobicity; latent fingerprint; powder; priority journal; surface property","Malik, A.H.; Department of Higher Education, India; email: gmmakhtar@gmail.com
Iyer, P.K.; Department of Chemistry, India; email: pki@iitg.ac.in",Article,"Final","",Scopus,2-s2.0-85096975265
