Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID
"Brust H., Willemse S., Zeng T., van Asten A., Koeberg M., van der Heijden A., Bolck A., Schoenmakers P.","55241316900;56436486800;56435491100;56099430100;6602853554;7004857398;56162937300;35510357700;","Impurity profiling of trinitrotoluene using vacuum-outlet gas chromatography-mass spectrometry",2014,"Journal of Chromatography A","1374",,,"224","230",,13,"10.1016/j.chroma.2014.11.055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916602363&doi=10.1016%2fj.chroma.2014.11.055&partnerID=40&md5=097fa1d7275b6711d449d1adabb48a2a","University of Amsterdam, van 't Hoff Institute for Molecular Sciences, P.O. Box 94157, GD Amsterdam, 1090, Netherlands; Netherlands Forensic Institute, P.O. Box 24044, AA The Hague, 2490, Netherlands; TNO Defense, Security and Safety, P.O. Box 45, AA Rijswijk, 2280, Netherlands; CLHC, Amsterdam Center for Forensic Science and Medicine, P.O. Box 94157, GD Amsterdam, 1090, Netherlands; Delft University of Technology, P.O. Box 5, AA Delft, 2600, Netherlands","Brust, H., University of Amsterdam, van 't Hoff Institute for Molecular Sciences, P.O. Box 94157, GD Amsterdam, 1090, Netherlands, Netherlands Forensic Institute, P.O. Box 24044, AA The Hague, 2490, Netherlands, TNO Defense, Security and Safety, P.O. Box 45, AA Rijswijk, 2280, Netherlands; Willemse, S., University of Amsterdam, van 't Hoff Institute for Molecular Sciences, P.O. Box 94157, GD Amsterdam, 1090, Netherlands; Zeng, T., University of Amsterdam, van 't Hoff Institute for Molecular Sciences, P.O. Box 94157, GD Amsterdam, 1090, Netherlands; van Asten, A., University of Amsterdam, van 't Hoff Institute for Molecular Sciences, P.O. Box 94157, GD Amsterdam, 1090, Netherlands, Netherlands Forensic Institute, P.O. Box 24044, AA The Hague, 2490, Netherlands, CLHC, Amsterdam Center for Forensic Science and Medicine, P.O. Box 94157, GD Amsterdam, 1090, Netherlands; Koeberg, M., Netherlands Forensic Institute, P.O. Box 24044, AA The Hague, 2490, Netherlands; van der Heijden, A., TNO Defense, Security and Safety, P.O. Box 45, AA Rijswijk, 2280, Netherlands, Delft University of Technology, P.O. Box 5, AA Delft, 2600, Netherlands; Bolck, A., Netherlands Forensic Institute, P.O. Box 24044, AA The Hague, 2490, Netherlands; Schoenmakers, P., University of Amsterdam, van 't Hoff Institute for Molecular Sciences, P.O. Box 94157, GD Amsterdam, 1090, Netherlands","Explosives; Forensic science; Impurity profiling; TNT; Trinitrotoluene; Vacuum-outlet GC-MS","Explosives; Forensic science; Isomers; Mass spectrometry; 2 ,4-dinitrotoluene; 2 ,6-Dinitrotoluene; Impurity profile; Impurity profiling; Likelihood ratios; Limits of detection; Selected ion monitoring; Trinitrotoluene; Gas chromatography; 1,2 dinitrobenzene; 1,3 dinitrobenzene; 2 mononitrotoluene; 2,3,4 trinitrotoluene; 2,4 dinitrotoluene; 2,5 dinitrotoluene; 2,6 dinitrotoluene; 3 mononitrotoluene; 3,5 dinitrotoluene; 4 amino 2,6 dinitrotoluene; 4 amino 4,6 dinitrotoluene; 4 mononitrotoluene; trinitrotoluene; unclassified drug; 2,4-dinitrotoluene; 2,6-dinitrotoluene; 4-amino-2,6-dinitrotoluene; aniline derivative; nitrobenzene derivative; trinitrotoluene; Article; chemical analysis; concentration (parameters); forensic medicine; ion monitoring; isomer; limit of detection; mass fragmentography; vacuum outlet gas chromatography mass spectrometry; devices; isolation and purification; mass fragmentography; procedures; statistical model; vacuum; Aniline Compounds; Dinitrobenzenes; Gas Chromatography-Mass Spectrometry; Likelihood Functions; Trinitrotoluene; Vacuum","van Asten, A.; University of Amsterdam, P.O. Box 94157, Netherlands",Article,"Final","",Scopus,2-s2.0-84916602363
"Albrecht B., Staiger P.K., Hall K., Miller P., Best D., Lubman D.I.","55266165600;6603852920;7402946778;12242536800;55555272500;57203268271;","Benzodiazepine use and aggressive behaviour: A systematic review",2014,"Australian and New Zealand Journal of Psychiatry","48","12",,"1096","1114",,53,"10.1177/0004867414548902","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912045146&doi=10.1177%2f0004867414548902&partnerID=40&md5=3f605d0ae6f1e4d16f916f5ed3531e62","School of Psychology, Deakin University, 221 Burwood Highway, Burwood, VIC  3125, Australia; Turning Point, Eastern Health, Fitzroy, Australia; Eastern Health Clinical School, Monash University, Clayton, Australia","Albrecht, B., School of Psychology, Deakin University, 221 Burwood Highway, Burwood, VIC  3125, Australia; Staiger, P.K., School of Psychology, Deakin University, 221 Burwood Highway, Burwood, VIC  3125, Australia; Hall, K., School of Psychology, Deakin University, 221 Burwood Highway, Burwood, VIC  3125, Australia, Turning Point, Eastern Health, Fitzroy, Australia; Miller, P., School of Psychology, Deakin University, 221 Burwood Highway, Burwood, VIC  3125, Australia; Best, D., Turning Point, Eastern Health, Fitzroy, Australia; Lubman, D.I., Turning Point, Eastern Health, Fitzroy, Australia, Eastern Health Clinical School, Monash University, Clayton, Australia","Aggression; alprazolam; benzodiazepines; diazepam; systematic review; violence","alprazolam; benzodiazepine; clonazepam; clorazepate; diazepam; flunitrazepam; lorazepam; nitrazepam; oxazepam; temazepam; tranquilizer; benzodiazepine derivative; aggression; anxiety; behavior disorder; data base; drug use; hostility; human; Medline; personality; psychology; Review; study design; systematic review; aggression; Anxiety Disorders; drug effects; Aggression; Anxiety Disorders; Benzodiazepines; Humans","Staiger, P.K.; School of Psychology, 221 Burwood Highway, Australia",Review,"Final","",Scopus,2-s2.0-84912045146
"Zhang S.-Y., Zhao H., Cai W.-X., Tang T., Guan W.","56399711400;57306631700;12240447800;35206759200;57203047745;","Assessment on the criminal responsibility of drug-induced mental disorders: a questionnaire survey",2014,"Journal of Forensic Medicine","30","6",,"431","433",,1,"10.3969/j.issn.1004-5619.2014.06.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925270906&doi=10.3969%2fj.issn.1004-5619.2014.06.007&partnerID=40&md5=593de0a6e6446963394fabd0d20aaefb","Shanghai Key Laboratory of Forensic Medicine, Institute of Forensic Science, Ministry of Justice, P.R.China, Shanghai, 200063, China; Harbor Public Security Subbureau, Shanghai Public Security Bureau, Shanghai, 200002, China","Zhang, S.-Y., Shanghai Key Laboratory of Forensic Medicine, Institute of Forensic Science, Ministry of Justice, P.R.China, Shanghai, 200063, China; Zhao, H., Harbor Public Security Subbureau, Shanghai Public Security Bureau, Shanghai, 200002, China; Cai, W.-X., Shanghai Key Laboratory of Forensic Medicine, Institute of Forensic Science, Ministry of Justice, P.R.China, Shanghai, 200063, China; Tang, T., Shanghai Key Laboratory of Forensic Medicine, Institute of Forensic Science, Ministry of Justice, P.R.China, Shanghai, 200063, China; Guan, W., Shanghai Key Laboratory of Forensic Medicine, Institute of Forensic Science, Ministry of Justice, P.R.China, Shanghai, 200063, China","Criminal responsibility; Drug-induced mental disorders; Forensic psychiatry","chemically induced; China; crime; expert witness; forensic psychiatry; human; information processing; legal liability; legislation and jurisprudence; male; mental capacity; mental disease; offender; psychology; psychosis; questionnaire; China; Crime; Criminals; Data Collection; Expert Testimony; Forensic Psychiatry; Humans; Liability, Legal; Male; Mental Competency; Mental Disorders; Psychotic Disorders; Questionnaires","Guan, W.; Shanghai Key Laboratory of Forensic Medicine, China; email: weiguan@eastday.com",Article,"Final","",Scopus,2-s2.0-84925270906
"Montalvo G., López-Melero L., Ortega-Ojeda F., Peña M.Á., García-Ruiz C.","6603429957;56276489100;55781840300;36991117700;35271820400;","Raman spectral signatures for the differentiation of benzodiazepine drugs",2014,"Analytical Methods","6","24",,"9536","9546",,12,"10.1039/c4ay01848f","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911474346&doi=10.1039%2fc4ay01848f&partnerID=40&md5=554895f2f6cb3adcefbfecf0a5120218","University Institute of Research in Police Sciences, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.6, Alcalá de Henares, Madrid  28871, Spain; Department of Analytical Chemistry, Physical Chemistry and Chemical Engineering, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.6, Alcalá de Henares, Madrid  28871, Spain; Department of Biomedical Science, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.6, Alcalá de Henares, Madrid  28871, Spain","Montalvo, G., University Institute of Research in Police Sciences, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.6, Alcalá de Henares, Madrid  28871, Spain, Department of Analytical Chemistry, Physical Chemistry and Chemical Engineering, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.6, Alcalá de Henares, Madrid  28871, Spain; López-Melero, L., University Institute of Research in Police Sciences, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.6, Alcalá de Henares, Madrid  28871, Spain; Ortega-Ojeda, F., University Institute of Research in Police Sciences, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.6, Alcalá de Henares, Madrid  28871, Spain; Peña, M.Á., Department of Biomedical Science, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.6, Alcalá de Henares, Madrid  28871, Spain; García-Ruiz, C., University Institute of Research in Police Sciences, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.6, Alcalá de Henares, Madrid  28871, Spain, Department of Analytical Chemistry, Physical Chemistry and Chemical Engineering, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.6, Alcalá de Henares, Madrid  28871, Spain",,"Drug products; Active ingredients; Confocal Raman microscopy; Drug-facilitated crimes; Pharmaceutical company; Raman mapping; Raman spectral signatures; Sampling errors; Spectral signature; Drug dosage","García-Ruiz, C.; University Institute of Research in Police Sciences, Ctra. Madrid-Barcelona Km. 33.6, Spain",Article,"Final","",Scopus,2-s2.0-84911474346
"Fu S., Xu C., Tang Y., Shen J.","57190808566;57190809096;57190815524;57190805190;","A study on the effect of 19 kinds of different dosage drug on mehtylamphetamine detection kit",2014,"Chinese Journal of Forensic Medicine","29","6",,"569","571",,,"10.13618/j.issn.1001-5728.2014.06.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983356895&doi=10.13618%2fj.issn.1001-5728.2014.06.018&partnerID=40&md5=ac3e138b8e44cff8ab54344778642e07","Hangzhou Asus Judicial Authentication, Hangzhou, 310008, China; Hangzhou City Public Security Bureau Anti-Drug Detachment, Hangzhou, 310013, China","Fu, S., Hangzhou Asus Judicial Authentication, Hangzhou, 310008, China; Xu, C., Hangzhou Asus Judicial Authentication, Hangzhou, 310008, China; Tang, Y., Hangzhou Asus Judicial Authentication, Hangzhou, 310008, China; Shen, J., Hangzhou City Public Security Bureau Anti-Drug Detachment, Hangzhou, 310013, China","False positive; Forensic toxicological analysis; Methamphetamine detection kit; Urine","ephedrine; methamphetamine; animal experiment; Article; false positive result; medical device; methamphetamine detection kit; nonhuman; rat",,Article,"Final","",Scopus,2-s2.0-84983356895
"Strano-Rossi S., Odoardi S., Fisichella M., Anzillotti L., Gottardo R., Tagliaro F.","6602607015;55767887100;56341172100;36089049000;6602270042;7006052078;","Screening for new psychoactive substances in hair by ultrahigh performance liquid chromatography-electrospray ionization tandem mass spectrometry",2014,"Journal of Chromatography A","1372",,,"145","156",,64,"10.1016/j.chroma.2014.10.106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84915760791&doi=10.1016%2fj.chroma.2014.10.106&partnerID=40&md5=936ba084f05cd3917a46e860702a0a7d","Institute of Public Health, Section of Legal Medicine, Catholic University of Sacred Heart, Rome, Italy; Department of Public Health and Community Medicine, Section of Legal Medicine, University of Verona, Verona, Italy","Strano-Rossi, S., Institute of Public Health, Section of Legal Medicine, Catholic University of Sacred Heart, Rome, Italy; Odoardi, S., Institute of Public Health, Section of Legal Medicine, Catholic University of Sacred Heart, Rome, Italy; Fisichella, M., Institute of Public Health, Section of Legal Medicine, Catholic University of Sacred Heart, Rome, Italy; Anzillotti, L., Institute of Public Health, Section of Legal Medicine, Catholic University of Sacred Heart, Rome, Italy; Gottardo, R., Department of Public Health and Community Medicine, Section of Legal Medicine, University of Verona, Verona, Italy; Tagliaro, F., Department of Public Health and Community Medicine, Section of Legal Medicine, University of Verona, Verona, Italy","Amphetamine-type substances; Forensic toxicology; Hair analysis; NPS; Synthetic cannabinoids; UHPLC-MS/MS","Amines; Drug products; Electrospray ionization; Forensic engineering; Mass spectrometry; Neptunium; Amphetamine-type substances; Forensic toxicology; Hair analysis; Synthetic cannabinoids; U-HPLC-MS; Liquid chromatography; cannabinoid; cathinone; ephedrine; ketamine; norephedrine; pseudoephedrine; psychotropic agent; accuracy; Article; concentration (parameters); controlled study; drug hair level; electrospray; forensic identification; hair analysis; human; limit of detection; limit of quantitation; screening test; tandem mass spectrometry; ultra performance liquid chromatography","Strano-Rossi, S.; Institute of Public Health, Italy",Article,"Final","",Scopus,2-s2.0-84915760791
"Roemmelt A.T., Steuer A.E., Poetzsch M., Kraemer T.","56185945100;55877924600;56201712600;7003271982;","Liquid chromatography, in combination with a quadrupole time-of-flight instrument (LC QTOF), with sequential window acquisition of all theoretical fragment-ion spectra (SWATH) acquisition: Systematic studies on its use for screenings in clinical and forensic toxicology and comparison with information-dependent acquisition (IDA)",2014,"Analytical Chemistry","86","23",,"11742","11749",,99,"10.1021/ac503144p","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918842656&doi=10.1021%2fac503144p&partnerID=40&md5=1b0f3798bd40212565b9ac53ae1c1824","Department of Forensic Pharmacology and Toxicology, Zurich Institute of Forensic Medicine, University of Zurich, Zurich, Switzerland","Roemmelt, A.T., Department of Forensic Pharmacology and Toxicology, Zurich Institute of Forensic Medicine, University of Zurich, Zurich, Switzerland; Steuer, A.E., Department of Forensic Pharmacology and Toxicology, Zurich Institute of Forensic Medicine, University of Zurich, Zurich, Switzerland; Poetzsch, M., Department of Forensic Pharmacology and Toxicology, Zurich Institute of Forensic Medicine, University of Zurich, Zurich, Switzerland; Kraemer, T., Department of Forensic Pharmacology and Toxicology, Zurich Institute of Forensic Medicine, University of Zurich, Zurich, Switzerland",,"Drug products; Liquids; Mass spectrometry; Quality control; Concentration-dependent; Deuterated analogue; Forensic toxicology; Information-dependent acquisitions; Liquid chromatography tandem mass spectrometry (LC MS/MS); Quadrupole-time of flights; Screening procedures; Systematic toxicological analysis; Liquid chromatography; organic compound; algorithm; blood; comparative study; forensic toxicology; high performance liquid chromatography; human; procedures; tandem mass spectrometry; time; toxicology; Algorithms; Chromatography, High Pressure Liquid; Forensic Toxicology; Humans; Organic Chemicals; Tandem Mass Spectrometry; Time Factors; Toxicology","Kraemer, T.; Department of Forensic Pharmacology and Toxicology, Zurich Institute of Forensic Medicine, University of ZurichSwitzerland",Article,"Final","",Scopus,2-s2.0-84918842656
"Kresak J.L., Burt M.J., Rivera-Zengotita M., Yachnis A.T.","55630742500;7102618071;36024179200;7003707675;","Inadvertent Intrathecal Vincristine Administration with Widespread Axonal Injury Demonstrated by Amyloid Precursor Protein Immunohistochemistry",2014,"Academic Forensic Pathology","4","4",,"563","566",,1,"10.23907/2014.074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071337311&doi=10.23907%2f2014.074&partnerID=40&md5=9b97de404a75df45b08e48b0f3708c3c","Department of Pathology, University of Florida, Gainesville, FL, United States","Kresak, J.L., Department of Pathology, University of Florida, Gainesville, FL, United States; Burt, M.J., Department of Pathology, University of Florida, Gainesville, FL, United States; Rivera-Zengotita, M., Department of Pathology, University of Florida, Gainesville, FL, United States; Yachnis, A.T., Department of Pathology, University of Florida, Gainesville, FL, United States","Amyloid precursor protein; Diffuse axonal injury; Forensic pathology; Intrathecal; Toxic; Vincristine",,"Kresak, J.L.; Department of Pathology, United States; email: jkresak@ufl.edu",Article,"Final","",Scopus,2-s2.0-85071337311
"Gates J.P., Khan-Gates J., Wagner M., Cina S.J.","56927778900;56734554700;57210730086;7005556057;","Evaluating the Utility of Dipstick Drug Screens as a Postmortem Triage Modality",2014,"Academic Forensic Pathology","4","4",,"520","523",,1,"10.23907/2014.067","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071316510&doi=10.23907%2f2014.067&partnerID=40&md5=a75aed0349ee00918f74a18fc770b97e","Forensic Pathology Fellow, Office of the Medical Examiner, Cook County, IL, United States","Gates, J.P., Forensic Pathology Fellow, Office of the Medical Examiner, Cook County, IL, United States; Khan-Gates, J., Forensic Pathology Fellow, Office of the Medical Examiner, Cook County, IL, United States; Wagner, M., Forensic Pathology Fellow, Office of the Medical Examiner, Cook County, IL, United States; Cina, S.J., Forensic Pathology Fellow, Office of the Medical Examiner, Cook County, IL, United States","Forensic pathology; Forensic toxicology; Postmortem drug screen; Urine dipstick",,"Gates, J.P.; Forensic Pathology Fellow, United States; email: jon.gates@cookcountyil.gov",Article,"Final","",Scopus,2-s2.0-85071316510
"Mishra P.K., Singh S., Nigam M.","55596115400;57199223835;35240694700;","An autopsy evaluation of defense wounds in homicidal deaths",2014,"Medico-Legal Update","14","2",,"10","13",,1,"10.5958/0974-1283.2014.00739.7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983336948&doi=10.5958%2f0974-1283.2014.00739.7&partnerID=40&md5=249cc3884a4d82929a06221dd35c14bb","FMT, Sri Aurobindo Medical College, and P. G. Institute, Indore, MP, India; FMT, L. N Medical College, Bhopal, MP, India; FMT, SAIMS Medical College & PGI, Indore, MP, India","Mishra, P.K., FMT, Sri Aurobindo Medical College, and P. G. Institute, Indore, MP, India; Singh, S., FMT, L. N Medical College, Bhopal, MP, India; Nigam, M., FMT, SAIMS Medical College & PGI, Indore, MP, India","Autopsy; Defense Wound; Homicide","adolescent; adult; anticipation; arm injury; Article; autopsy; blunt trauma; cause of death; child; contusion; female; forearm; hand injury; homicide; human; infant; laceration; major clinical study; male; medical school; newborn; offender; police; retrospective study; self defense; victim; weapon; wound",,Article,"Final","",Scopus,2-s2.0-84983336948
