Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID
"Prada A., Furton K.G.","55854412600;7004543580;","Recent advances in solid-phase microextraction for forensic applications",2012,"Comprehensive Sampling and Sample Preparation: Analytical Techniques for Scientists",,,,"877","891",,,"10.1016/B978-0-12-381373-2.00117-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137630176&doi=10.1016%2fB978-0-12-381373-2.00117-4&partnerID=40&md5=e9aa5b1a5a85b4a83802a9140813b56d","Florida International University, Miami, FL, United States","Prada, A., Florida International University, Miami, FL, United States; Furton, K.G., Florida International University, Miami, FL, United States","Biological matrices; Chemical warfare agents; Drug profiling; Explosive detection; Forensic toxicology; Human scent; Ignitable liquid residues; Solid-phase microextraction; Time since discharge; Volatile odor signatures",,"Prada, A.; Florida International UniversityUnited States",Book Chapter,"Final","",Scopus,2-s2.0-85137630176
"Fraga C.G., Sego L.H., Hoggard J.C., Acosta G.A.P., Viglino E.A., Wahl J.H., Synovec R.E.","57024661600;23979051400;13105750500;55485684300;36085534700;7005920921;7005475674;","Preliminary effects of real-world factors on the recovery and exploitation of forensic impurity profiles of a nerve-agent simulant from office media",2012,"Journal of Chromatography A","1270",,,"269","282",,11,"10.1016/j.chroma.2012.10.053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872262608&doi=10.1016%2fj.chroma.2012.10.053&partnerID=40&md5=4f38745754e2616e12bd430f89ce2c1e","Pacific Northwest National Laboratory, 902 Battelle Boulevard, Richland, WA 99352, United States; Department of Chemistry, University of Washington, Box 351700, Seattle, WA 98195, United States","Fraga, C.G., Pacific Northwest National Laboratory, 902 Battelle Boulevard, Richland, WA 99352, United States; Sego, L.H., Pacific Northwest National Laboratory, 902 Battelle Boulevard, Richland, WA 99352, United States; Hoggard, J.C., Department of Chemistry, University of Washington, Box 351700, Seattle, WA 98195, United States; Acosta, G.A.P., Pacific Northwest National Laboratory, 902 Battelle Boulevard, Richland, WA 99352, United States; Viglino, E.A., Department of Chemistry, University of Washington, Box 351700, Seattle, WA 98195, United States; Wahl, J.H., Pacific Northwest National Laboratory, 902 Battelle Boulevard, Richland, WA 99352, United States; Synovec, R.E., Department of Chemistry, University of Washington, Box 351700, Seattle, WA 98195, United States","Chemical forensics; Chemical threat agents; DMMP; Impurity profiling","Dimethyl methylphosphonate; DMMP; Extraction solvents; False positive; First look; Gas chromatography/Mass spectrometry; Impurity profile; Impurity profiling; Painted walls; Sample storage; Threat agents; Work support; Chromatographic analysis; Esters; Principal component analysis; Recovery; Solvent extraction; Impurities; dimethyl methylphosphonic acid; methylphosphonic acid; nylon; solvent; unclassified drug; aerosol; architecture; article; chemical analysis; controlled study; cotton; false positive result; forensic identification; forensic impurity; mass fragmentography; mathematical analysis; nerve stimulation; painted wall board; principal component analysis; priority journal; quality control; reliability; solvent extraction; volatilization; Chemical Terrorism; Chemical Warfare Agents; Cotton Fiber; Environmental Monitoring; Environmental Pollutants; Forensic Sciences; Gas Chromatography-Mass Spectrometry; Nylons; Organophosphorus Compounds; Gossypium hirsutum","Fraga, C.G.; Pacific Northwest National Laboratory, 902 Battelle Boulevard, Richland, WA 99352, United States; email: carlos.fraga@pnnl.gov",Article,"Final","",Scopus,2-s2.0-84872262608
"Bortolotti F., Gottardo R., Pascali J., Tagliaro F.","7005050288;6602270042;9433532000;7006052078;","Toxicokinetics of cocaine and metabolites: The forensic toxicological approach",2012,"Current Medicinal Chemistry","19","33",,"5658","5663",,16,"10.2174/092986712803988794","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871268341&doi=10.2174%2f092986712803988794&partnerID=40&md5=b6237cdaa7b7be8be2370ce5d28ae008","Department of Public Health and Community Medicine, Unit of Forensic Medicine, University of Verona, P.le L.A. Scuro 10, 37134, Verona, Italy","Bortolotti, F., Department of Public Health and Community Medicine, Unit of Forensic Medicine, University of Verona, P.le L.A. Scuro 10, 37134, Verona, Italy; Gottardo, R., Department of Public Health and Community Medicine, Unit of Forensic Medicine, University of Verona, P.le L.A. Scuro 10, 37134, Verona, Italy; Pascali, J., Department of Public Health and Community Medicine, Unit of Forensic Medicine, University of Verona, P.le L.A. Scuro 10, 37134, Verona, Italy; Tagliaro, F., Department of Public Health and Community Medicine, Unit of Forensic Medicine, University of Verona, P.le L.A. Scuro 10, 37134, Verona, Italy","Blood; Cocaine; Cocaine metabolites; Fetus fluids; Fetus tissues; Hair; Oral fluid; Review; Sweat; Toxicokinetics; Urine","anhydroecgonine ethyl ester; anhydroecgonine methyl ester; benzoylecgonine; cocaine; drug metabolite; ecgonine; ecgonine methyl ester; homococaine; hydroxybenzoylecgonine; norcocaine; unclassified drug; amnion fluid; area under the curve; article; blood; drug absorption; drug blood level; drug disposition; drug distribution; drug elimination; drug half life; drug metabolism; fetus; forensic toxicology; hair; human; maximum plasma concentration; meconium; nonhuman; saliva; sweat; time to maximum plasma concentration; tissues; toxicokinetics; umbilical cord; urine; Animals; Cocaine; Dopamine Uptake Inhibitors; Forensic Toxicology; Hair; Humans; Saliva; Substance Abuse Detection","Bortolotti, F.; Department of Public Health and Community Medicine, P.le L.A. Scuro 10, 37134, Verona, Italy; email: franco.tagliaro@univr.it",Article,"Final","",Scopus,2-s2.0-84871268341
"Turillazzi E., Bello S., Neri M., Pomara C., Riezzo I., Fineschi V.","54937623900;35783887600;8314105000;8339471800;6507688636;7003380926;","Cardiovascular effects of cocaine: Cellular, ionic and molecular mechanisms",2012,"Current Medicinal Chemistry","19","33",,"5664","5676",,24,"10.2174/092986712803988848","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871265311&doi=10.2174%2f092986712803988848&partnerID=40&md5=941cd229cf7c547d07683c7715661ce5","Department of Forensic Pathology, University of Foggia, Ospedale Colonnello D'Avanzo, Via degli Aviatori 1, 71100 Foggia, Italy","Turillazzi, E., Department of Forensic Pathology, University of Foggia, Ospedale Colonnello D'Avanzo, Via degli Aviatori 1, 71100 Foggia, Italy; Bello, S., Department of Forensic Pathology, University of Foggia, Ospedale Colonnello D'Avanzo, Via degli Aviatori 1, 71100 Foggia, Italy; Neri, M., Department of Forensic Pathology, University of Foggia, Ospedale Colonnello D'Avanzo, Via degli Aviatori 1, 71100 Foggia, Italy; Pomara, C., Department of Forensic Pathology, University of Foggia, Ospedale Colonnello D'Avanzo, Via degli Aviatori 1, 71100 Foggia, Italy; Riezzo, I., Department of Forensic Pathology, University of Foggia, Ospedale Colonnello D'Avanzo, Via degli Aviatori 1, 71100 Foggia, Italy; Fineschi, V., Department of Forensic Pathology, University of Foggia, Ospedale Colonnello D'Avanzo, Via degli Aviatori 1, 71100 Foggia, Italy","Cardiovascular toxicity; Cellular mechanisms; Cocaine; Ion channels; Molecular mechanisms","adenosine triphosphatase (calcium); adrenergic receptor; calcium channel; calcium channel L type; caspase 3; caspase 9; catechin; catecholamine; cocaine; mitogen activated protein kinase p38; potassium channel; protein Bax; protein bcl 2; reactive oxygen metabolite; sodium channel; tumor necrosis factor alpha; aorta dissection; aorta rupture; apoptosis; article; cardiomyopathy; cardiotoxicity; cardiovascular disease; cocaine dependence; drug effect; endocarditis; forensic toxicology; heart arrhythmia; heart infarction; heart muscle; heart muscle injury; heart muscle ischemia; human; metabolite; myocarditis; nonhuman; oxidative stress; pathologist; pathophysiology; Animals; Cardiotoxins; Cardiovascular Diseases; Cocaine; Dopamine Uptake Inhibitors; Heart; Humans; Ion Channels; Myocardium","Turillazzi, E.; Department of Forensic Pathology, Via degli Aviatori 1, 71100 Foggia, Italy; email: emanuela_turillazzi@inwind.it",Article,"Final","",Scopus,2-s2.0-84871265311
"Schwaninger A.E., Meyer M.R., Maurer H.H.","25643377800;15136893600;7201617988;","Chiral drug analysis using mass spectrometric detection relevant to research and practice in clinical and forensic toxicology",2012,"Journal of Chromatography A","1269",,,"122","135",,57,"10.1016/j.chroma.2012.07.045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870346190&doi=10.1016%2fj.chroma.2012.07.045&partnerID=40&md5=b7938e80b3d8175e024e66a1c68dfb49","Department of Forensic Pharmacology and Toxicology, Institute of Forensic Medicine, University of Zurich, Zurich, Switzerland; Department of Experimental and Clinical Toxicology, Institute of Experimental and Clinical Pharmacology and Toxicology, Saarland University, D-66421 Homburg (Saar), Germany","Schwaninger, A.E., Department of Forensic Pharmacology and Toxicology, Institute of Forensic Medicine, University of Zurich, Zurich, Switzerland; Meyer, M.R., Department of Experimental and Clinical Toxicology, Institute of Experimental and Clinical Pharmacology and Toxicology, Saarland University, D-66421 Homburg (Saar), Germany; Maurer, H.H., Department of Experimental and Clinical Toxicology, Institute of Experimental and Clinical Pharmacology and Toxicology, Saarland University, D-66421 Homburg (Saar), Germany","Chiral drug analysis; Clinical toxicology; Forensic toxicology","Analytical approach; Analytical results; Capillary electromigration; Chiral analytes; Chiral drugs; Clinical toxicology; Designer drugs; Forensic toxicology; Mass spectrometric detection; Separation systems; Super critical fluid chromatography; Tramadol; Typical application; Gas chromatography; High performance liquid chromatography; Mass spectrometry; Enantiomers; amphetamine; amphetamine derivative; anticoagulant agent; cardiovascular agent; central stimulant agent; methadone; phenprocoumon; psychotropic agent; tramadol; warfarin; capillary electrochromatography; chirality; clinical research; drug classification; drug determination; enantiomer; forensic toxicology; gas chromatography; high performance liquid chromatography; human; intermethod comparison; mass spectrometry; priority journal; reaction time; review; sensitivity analysis; separation technique; solid phase extraction; stereochemistry; supercritical fluid chromatography; Chromatography, Gas; Chromatography, Liquid; Chromatography, Supercritical Fluid; Electrophoresis, Capillary; Forensic Toxicology; Mass Spectrometry; Pharmaceutical Preparations; Stereoisomerism","Maurer, H.H.; Department of Experimental and Clinical Toxicology, , D-66421 Homburg (Saar), Germany; email: hans.maurer@uks.eu",Review,"Final","",Scopus,2-s2.0-84870346190
"Zhang L., Wang B., Ding M., Pang H., Wang C., Li C., Xing J., Xuan J.","56460834000;12777349600;35298797600;7102237099;54997321900;55696027200;36095139600;35218580200;","Forensic medicine department of Human cholecystokinin gene 45C/T polymorphism and its possible association with depression",2012,"Chinese Journal of Forensic Medicine","27","6",,"448","450",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983371497&partnerID=40&md5=139b58764a9d04adc98a737e1d5c79e9","China Medical University, Shenyang, 110001, China; Forensic Medicine Department, China Criminal Police University, Shenyang, 100035, China","Zhang, L., China Medical University, Shenyang, 110001, China; Wang, B., China Medical University, Shenyang, 110001, China, Forensic Medicine Department, China Criminal Police University, Shenyang, 100035, China; Ding, M., China Medical University, Shenyang, 110001, China; Pang, H., China Medical University, Shenyang, 110001, China; Wang, C., China Medical University, Shenyang, 110001, China; Li, C., China Medical University, Shenyang, 110001, China; Xing, J., China Medical University, Shenyang, 110001, China; Xuan, J., China Medical University, Shenyang, 110001, China","Cholecystokinin; Depression; Forensic biological evidence; Gene; Polymorphism; TaqMan probe","cck 45c; cholecystokinin; unclassified drug; allele; Article; blood sampling; controlled study; depression; DNA polymorphism; fluorescence in situ hybridization; forensic medicine; gene frequency; gene locus; genetic association; human; major clinical study; promoter region",,Article,"Final","",Scopus,2-s2.0-84983371497
"Huang X., Wang W., Xu P., Zhao Y., Zhang C., Zhu J., Gao L.","57209613783;56402211700;55341994500;57254168700;57190817067;57213066924;57190808734;","Identification of N-methyl-3,4-methylenedioxycathinone from the unknown white crystalline substance",2012,"Chinese Journal of Forensic Medicine","27","6",,"474","476",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983356625&partnerID=40&md5=0d807e2b8dbf8949d6073952f5838b71","Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China","Huang, X., Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China; Wang, W., Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China; Xu, P., Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China; Zhao, Y., Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China; Zhang, C., Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China; Zhu, J., Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China; Gao, L., Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China","Forensic toxicology analysis; FTIR; GC/MS; N-methyl-3,4-methylenedioxycathinone; NMR","methylone; Article; China; forensic toxicology; infrared spectroscopy; mass fragmentography; nuclear magnetic resonance",,Article,"Final","",Scopus,2-s2.0-84983356625
"Qian Z., Gao L.","56957594500;57190808737;","Development trends of seized drugs determination from ICE",2012,"Chinese Journal of Forensic Medicine","27","6",,"464","467",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983344033&partnerID=40&md5=08c4ebfd03c2b7bf6e65b8feaba59349","Institute of Forensic Science, Public Security Ministry, Beijing, 100038, China","Qian, Z., Institute of Forensic Science, Public Security Ministry, Beijing, 100038, China; Gao, L., Institute of Forensic Science, Public Security Ministry, Beijing, 100038, China","Forensic toxicological analysis; ICE; Seized drugs; Technical methods","analytic method; Article; clinical practice; drug determination; drug research; international collaborative exercise; trend study",,Article,"Final","",Scopus,2-s2.0-84983344033
"Han Q., Li K., Lai Y., Luo B., Zhang L.","57220996870;57190813846;57190814989;57216194350;57190806414;","The development of research on toxication of bromadiolone",2012,"Chinese Journal of Forensic Medicine","27","6",,"471","473",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983336937&partnerID=40&md5=67206964b5bbc568eefda077615eb76a","Shenzhen Public Security, Guangdong Shenzhen, 518000, China; Sun Yat-Sen University, Guangzhou, 510080, China; Guangzhou Public Security, Guangzhou, 518000, China","Han, Q., Shenzhen Public Security, Guangdong Shenzhen, 518000, China; Li, K., Shenzhen Public Security, Guangdong Shenzhen, 518000, China; Lai, Y., Shenzhen Public Security, Guangdong Shenzhen, 518000, China; Luo, B., Sun Yat-Sen University, Guangzhou, 510080, China; Zhang, L., Guangzhou Public Security, Guangzhou, 518000, China","Bromadiolone; Forensic toxicology; Forensic toxicology analysis; Intoxication","bromadiolone; Article; autopsy; clinical feature; drug disposition; forensic toxicology; intoxication; medical research",,Article,"Final","",Scopus,2-s2.0-84983336937
"Chen Y., Zhu J., Yu Z., Yu H., Liu Y.","55567065500;57213066924;7404347191;57190814238;57189504332;","The application of research of toxicokinetic in forensic science",2012,"Chinese Journal of Forensic Medicine","27","6",,"468","470",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983298720&partnerID=40&md5=dcd11cfef879b945d5b01ed18fe1fbfb","Chinese People's Public Security University, Beijing, 100038, China; Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China; Chongqing Police College, Chongqing, 401331, China","Chen, Y., Chinese People's Public Security University, Beijing, 100038, China; Zhu, J., Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China; Yu, Z., Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China; Yu, H., Chongqing Police College, Chongqing, 401331, China; Liu, Y., Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China","Forensic science; Forensic toxicant analysis; Forensic toxicology; Toxicokinetics","Article; drug intoxication; forensic science; forensic toxicology; human; medical research; toxicokinetics",,Article,"Final","",Scopus,2-s2.0-84983298720
