Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID
"Biwasaka H., Tokuta T., Sasaki Y., Niitsu H., Kumagai R., Aoki Y.","6507073599;6508257920;7404559088;7003963919;55938016500;7403690713;","Application of quantitative ethanol detector (QED) test kit to measure ethanol concentration in blood samples",2001,"Forensic Science International","124","2-3",,"124","129",,3,"10.1016/S0379-0738(01)00586-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035960927&doi=10.1016%2fS0379-0738%2801%2900586-2&partnerID=40&md5=1b9ba48bac67994b2ed7a9bf3993c3bb","Department of Legal Medicine, Iwate Medical University School of Medicine, Morioka 020-8505, Japan","Biwasaka, H., Department of Legal Medicine, Iwate Medical University School of Medicine, Morioka 020-8505, Japan; Tokuta, T., Department of Legal Medicine, Iwate Medical University School of Medicine, Morioka 020-8505, Japan; Sasaki, Y., Department of Legal Medicine, Iwate Medical University School of Medicine, Morioka 020-8505, Japan; Niitsu, H., Department of Legal Medicine, Iwate Medical University School of Medicine, Morioka 020-8505, Japan; Kumagai, R., Department of Legal Medicine, Iwate Medical University School of Medicine, Morioka 020-8505, Japan; Aoki, Y., Department of Legal Medicine, Iwate Medical University School of Medicine, Morioka 020-8505, Japan","Blood; Drug screening; Ethanol; Forensic toxicology; QED","alcohol; reagent; sulfosalicylic acid; trichloroacetic acid; alcohol blood level; article; autopsy; blood sampling; controlled study; correlation coefficient; cross reaction; device; drug determination; drug screening; forensic science; gas chromatography; human; intermethod comparison; membrane filter; police; priority journal; quantitative assay; reliability; test kit; Chromatography, Gas; Equipment Design; Ethanol; False Positive Reactions; Forensic Medicine; Humans; Reagent Kits, Diagnostic; Salicylic Acids; Trichloroacetic Acid","Biwasaka, H.; Department of Legal Medicine, , Morioka 020-8505, Japan; email: milk-1@mx11.freecom.ne.jp",Article,"Final","",Scopus,2-s2.0-0035960927
"Cohle S.D., Thompson W., Eisenga B.H., Cottingham S.L.","7004447491;7403569822;6602633339;6602464570;","Unexpected death due to chloramine toxicity in a woman with a brain tumor",2001,"Forensic Science International","124","2-3",,"137","139",,10,"10.1016/S0379-0738(01)00592-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035960925&doi=10.1016%2fS0379-0738%2801%2900592-8&partnerID=40&md5=58d0213cdf89c7d5877781fdbfcee5b7","Spectrum HealthBlodgett, Pathology and Lab. Medicine-Forensics, 1840 Wealthy St., S.E., Grand Rapids, MI 49506, United States; Spectrum HealthBlodgett, Pathology and Lab. Medicine-Forensics, 1840 Wealthy St., S.E., Georgetown Township, MI 49506, United States; DeVos Children's Hospital Regional Poison Center, Grand Rapids, MI 49506, United States; Spectrum Health MC444, 1840 Wealthy Street, S.E., Grand Rapids, MI 49506, United States","Cohle, S.D., Spectrum HealthBlodgett, Pathology and Lab. Medicine-Forensics, 1840 Wealthy St., S.E., Grand Rapids, MI 49506, United States, Spectrum Health MC444, 1840 Wealthy Street, S.E., Grand Rapids, MI 49506, United States; Thompson, W., Spectrum HealthBlodgett, Pathology and Lab. Medicine-Forensics, 1840 Wealthy St., S.E., Georgetown Township, MI 49506, United States; Eisenga, B.H., DeVos Children's Hospital Regional Poison Center, Grand Rapids, MI 49506, United States; Cottingham, S.L., Spectrum HealthBlodgett, Pathology and Lab. Medicine-Forensics, 1840 Wealthy St., S.E., Grand Rapids, MI 49506, United States","Ammonia; Bleach; Chloramine; Oligodendroglioma; Toxic fumes","ammonia; bleaching agent; domestic chemical; irritant agent; tosylchloramide sodium; adult; adult respiratory distress syndrome; article; autopsy; bath; brain tumor; case report; cleaning; death; female; gas; human; human tissue; intoxication; oligodendroglioma; pneumonia; priority journal; symptom; upper respiratory tract; Adult; Ammonia; Chloramines; Drug Combinations; Fatal Outcome; Female; Forensic Medicine; Humans; Oligodendroglioma; Sodium Hypochlorite","Cohle, S.D.; Spectrum Health - MC444, 1840 Wealthy St. SE, Grand Rapids, MI 49506, United States; email: sdcohle@aol.com",Article,"Final","",Scopus,2-s2.0-0035960925
"Hino Y., Inoue H., Kudo K., Nishida N., Ikeda N.","7102927481;57220946712;7402923276;7102865073;7202414758;","Distribution of tetracaine and its metabolite in rabbits after high versus normal spinal anesthesia",2001,"Forensic Science International","124","2-3",,"130","136",,5,"10.1016/S0379-0738(01)00585-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035960924&doi=10.1016%2fS0379-0738%2801%2900585-0&partnerID=40&md5=a47defc8bfae21257c10d26583f5db35","Department of Forensic Pathology and Sciences, Graduate School of Medical Sciences, Kyushu University, Fukuoka 812-8582, Japan; Department of Anesthesiology and Critical Care Medicine, Graduate School of Medical Sciences, Kyushu University, Fukuoka 812-8582, Japan","Hino, Y., Department of Forensic Pathology and Sciences, Graduate School of Medical Sciences, Kyushu University, Fukuoka 812-8582, Japan; Inoue, H., Department of Anesthesiology and Critical Care Medicine, Graduate School of Medical Sciences, Kyushu University, Fukuoka 812-8582, Japan; Kudo, K., Department of Forensic Pathology and Sciences, Graduate School of Medical Sciences, Kyushu University, Fukuoka 812-8582, Japan; Nishida, N., Department of Forensic Pathology and Sciences, Graduate School of Medical Sciences, Kyushu University, Fukuoka 812-8582, Japan; Ikeda, N., Department of Forensic Pathology and Sciences, Graduate School of Medical Sciences, Kyushu University, Fukuoka 812-8582, Japan","Forensic toxicology; p-Butylaminobenzoic acid; Spinal anesthesia; Tetracaine; Tissue distribution","4 butylaminobenzoic acid; drug metabolite; glucose; tetracaine; unclassified drug; animal experiment; animal tissue; article; brain; brain stem; cause of death; cerebellum; controlled study; drug blood level; drug distribution; drug metabolism; drug solution; drug tissue level; gas chromatography; male; mass spectrometry; nonhuman; priority journal; rabbit; spinal anesthesia; sudden death; Anesthesia, Spinal; Anesthetics, Local; Animals; Forensic Medicine; Gas Chromatography-Mass Spectrometry; Male; Rabbits; Tetracaine; Tissue Distribution","Ikeda, N.; Department Forensic Pathology/Sci., , Fukuoka 812-8582, Japan; email: norii@forensic.med.kyushu-u.ac.jp",Article,"Final","",Scopus,2-s2.0-0035960924
"Bachs L., Mørland H.","6603206418;36923639100;","Acute cardiovascular fatalities following cannabis use",2001,"Forensic Science International","124","2-3",,"200","203",,155,"10.1016/S0379-0738(01)00609-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035960923&doi=10.1016%2fS0379-0738%2801%2900609-0&partnerID=40&md5=48b9072d0b0722314b2fdab1857d1310","National Institute of Forensic Toxicology, P.O. Box 495, Sentrum, N-0105 Oslo, Norway","Bachs, L., National Institute of Forensic Toxicology, P.O. Box 495, Sentrum, N-0105 Oslo, Norway; Mørland, H., National Institute of Forensic Toxicology, P.O. Box 495, Sentrum, N-0105 Oslo, Norway","Cannabis; Cardiovascular; Tetrahydrocannabinol; Toxicity","cannabis; tetrahydrocannabinol; adolescent; adult; article; autopsy; blood analysis; blood sampling; cardiovascular disease; clinical article; controlled study; drug blood level; fatality; human; male; priority journal; toxicology; Adolescent; Adult; Cannabinoids; Coronary Disease; Forensic Medicine; Humans; Male; Tetrahydrocannabinol",,Article,"Final","",Scopus,2-s2.0-0035960923
"Bohnert M., Hafezi M., Pollak S.","7005162909;7801540699;7103341767;","The changing phenomenology of drug death over the years",2001,"Forensic Science International","124","2-3",,"117","123",,6,"10.1016/S0379-0738(01)00587-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035960919&doi=10.1016%2fS0379-0738%2801%2900587-4&partnerID=40&md5=920a1c7be2a7e41565d69baadac2521b","Institute of Forensic Medicine, University of Freiburg, Albertstr 9, D-79104 Freiburg, Germany","Bohnert, M., Institute of Forensic Medicine, University of Freiburg, Albertstr 9, D-79104 Freiburg, Germany; Hafezi, M., Institute of Forensic Medicine, University of Freiburg, Albertstr 9, D-79104 Freiburg, Germany; Pollak, S., Institute of Forensic Medicine, University of Freiburg, Albertstr 9, D-79104 Freiburg, Germany","Drug abuse; Injection mark; Nutritional status; Tattoo","alcohol; benzodiazepine; cannabinoid; cocaine; diamorphine; illicit drug; morphine; adolescent; adult; article; autopsy; body surface; body weight; death; drug abuse; drug intoxication; female; Germany; health; human; injection; major clinical study; male; neglect; nutritional status; phenomenology; priority journal; tattoo; victim; Adolescent; Adult; Age Distribution; Body Mass Index; Female; Forensic Medicine; Germany; Humans; Incidence; Injections, Intravenous; Male; Middle Aged; Nutritional Status; Sex Distribution; Substance-Related Disorders; Tattooing","Bohnert, M.; Institute of Forensic Medicine, Albertstr. 9, D-79104 Freiburg, Germany; email: bohnert@sun11.ukl.uni-freiburg.de",Article,"Final","",Scopus,2-s2.0-0035960919
"Levine B., Moore K.A., Fowler D.","7402295978;35565252900;7203066833;","Interaction between carbon monoxide and ethanol in fire fatalities",2001,"Forensic Science International","124","2-3",,"115","116",,11,"10.1016/S0379-0738(01)00583-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035960912&doi=10.1016%2fS0379-0738%2801%2900583-7&partnerID=40&md5=85e9b89bb2e36e5fba52a7e9617c2d3e","Office of the Chief Medical Examiner, State of Maryland, 111 Penn St., Baltimore, MD 21201, United States","Levine, B., Office of the Chief Medical Examiner, State of Maryland, 111 Penn St., Baltimore, MD 21201, United States; Moore, K.A., Office of the Chief Medical Examiner, State of Maryland, 111 Penn St., Baltimore, MD 21201, United States; Fowler, D., Office of the Chief Medical Examiner, State of Maryland, 111 Penn St., Baltimore, MD 21201, United States","Blood ethanol concentration; Carboxyhemoglobin; Fire fatalities","alcohol; atropine; carbon monoxide; carboxyhemoglobin; lidocaine; alcohol blood level; alcohol intoxication; article; fatality; fire; human; priority journal; risk factor; substance abuse; United States; Carboxyhemoglobin; Ethanol; Fires; Forensic Medicine; Humans; Maryland; Mortality; Risk Factors","Levine, B.; Office of the Chief Medical Examiner, 111 Penn St., Baltimore, MD 21201, United States",Article,"Final","",Scopus,2-s2.0-0035960912
"Rothschild M.A., Raatschen H.-J., Schneider V.","7201381947;36724106700;36338211600;","Suicide by self-immolation in Berlin from 1990 to 2000",2001,"Forensic Science International","124","2-3",,"163","166",,67,"10.1016/S0379-0738(01)00590-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035960906&doi=10.1016%2fS0379-0738%2801%2900590-4&partnerID=40&md5=cb44c5dc9169bb03544ffc512d01b13a","Institute of Legal Medicine, Freie Universität Berlin, Hittorfstrasse 18, 14195 Berlin, Germany","Rothschild, M.A., Institute of Legal Medicine, Freie Universität Berlin, Hittorfstrasse 18, 14195 Berlin, Germany; Raatschen, H.-J., Institute of Legal Medicine, Freie Universität Berlin, Hittorfstrasse 18, 14195 Berlin, Germany; Schneider, V., Institute of Legal Medicine, Freie Universität Berlin, Hittorfstrasse 18, 14195 Berlin, Germany","Fires; Self-immolation; Self-inflicted burns; Suicide","alcohol; carboxyhemoglobin; cyanide; gasoline; adult; aged; alcohol blood level; article; autopsy; body surface; burn; car; cause of death; clinical article; death; drug use; female; finance; fire; forensic science; Germany; human; inhalation; injury; male; mental disease; motivation; political system; priority journal; retrospective study; self immolation; shock; suicide; victim; Adult; Age Distribution; Aged; Aged, 80 and over; Berlin; Burns; Ethanol; Female; Forensic Medicine; Humans; Male; Middle Aged; Retrospective Studies; Self Mutilation; Sex Distribution; Substance-Related Disorders; Suicide","Rothschild, M.A.; Institute of Legal Medicine, Hittorfstrasse 18, 14195 Berlin, Germany; email: rothschild@medizin.fu-berlin.de",Article,"Final","",Scopus,2-s2.0-0035960906
"Thormann W., Lurie I.S., McCord B., Marti U., Cenni B., Malik N.","7005530699;7006426157;7004001442;35575910800;57503904200;57194825856;","Advances of capillary electrophoresis in clinical and forensic analysis (1999-2000)",2001,"Electrophoresis","22","19",,"4216","4243",,92,"10.1002/1522-2683(200111)22:19<4216::AID-ELPS4216>3.0.CO;2-W","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034747397&doi=10.1002%2f1522-2683%28200111%2922%3a19%3c4216%3a%3aAID-ELPS4216%3e3.0.CO%3b2-W&partnerID=40&md5=165c9e0871a24c5f89ecb0ee106cc7c1","Department of Clinical Pharma- Cology, McLean, VA, United States; University of Bern, Bern, Switzerland; US Drug Enforcement Admin- Istration, Special Testing and Research Laboratory, McLean, VA, United States; Clippinger Laboratories, Ohio University, Athens, OH, United States; Department of Clinical Chemistry, Inselspital, Bern, Switzerland; Institute of Legal Medicine, University of Bern, Bern, Switzerland","Thormann, W., Department of Clinical Pharma- Cology, McLean, VA, United States, Institute of Legal Medicine, University of Bern, Bern, Switzerland; Lurie, I.S., University of Bern, Bern, Switzerland; McCord, B., US Drug Enforcement Admin- Istration, Special Testing and Research Laboratory, McLean, VA, United States; Marti, U., Clippinger Laboratories, Ohio University, Athens, OH, United States; Cenni, B., Clippinger Laboratories, Ohio University, Athens, OH, United States; Malik, N., Department of Clinical Chemistry, Inselspital, Bern, Switzerland","Capillary electrophoresis; Clinical analysis; Forensic analysis; Review","3,4 methylenedioxyamphetamine; 3,4 methylenedioxymethamphetamine; alpha 1 antitrypsin; amfepramone; amphetamine; carbohydrate; clobenzorex; cocaine; ephedrine; explosive; fenfluramine; guaifenesin; gunpowder; hemoglobin; ink; ion; lipoprotein; methamphetamine; morphine; n ethyl 3,4 methylenedioxyamphetamine; nucleic acid; oligonucleotide; phenobarbital; phentermine; phenylpropanolamine; plasma protein; pseudoephedrine; theophylline; transferrin; unindexed drug; body fluid; capillary electrophoresis; controlled study; drug monitoring; forensic medicine; histology; human; medical literature; nucleic acid analysis; protein analysis; review; screening; seizure; clinical chemistry; methodology; Clinical Chemistry Tests; Electrophoresis, Capillary; Forensic Medicine","Thormann, W.; Department of Clinical Pharmacology, Murtenstrasse 35, CH-3010 Bern, Switzerland; email: wolfgang.thormann@ikp.unibe.ch",Review,"Final","",Scopus,2-s2.0-0034747397
"Prahlow J.A., Ross K.F., Lene W.J.W., Kirby D.B.","7006170266;36937180100;6506422431;18935439900;","Accidental sharp force injury fatalities",2001,"American Journal of Forensic Medicine and Pathology","22","4",,"358","366",,32,"10.1097/00000433-200112000-00005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035205730&doi=10.1097%2f00000433-200112000-00005&partnerID=40&md5=3729ef34bde2426207dd052d58740ec2","South Bend Medical Foundation, Indiana University School of Medicine - South Bend Center for Medical Education, University of Notre Dame, South Bend, IN, United States; Department of Pathology, School of Medicine, Louisiana State University Health Sciences Center, New Orleans, LA, United States; Southwestern Institute of Forensic Sciences, Dallas, TX, United States; South Bend Medical Foundation, 530 N. Lafayette Blvd., South Bend, IN 46601, United States","Prahlow, J.A., South Bend Medical Foundation, Indiana University School of Medicine - South Bend Center for Medical Education, University of Notre Dame, South Bend, IN, United States, South Bend Medical Foundation, 530 N. Lafayette Blvd., South Bend, IN 46601, United States; Ross, K.F., Department of Pathology, School of Medicine, Louisiana State University Health Sciences Center, New Orleans, LA, United States; Lene, W.J.W., Southwestern Institute of Forensic Sciences, Dallas, TX, United States; Kirby, D.B., Southwestern Institute of Forensic Sciences, Dallas, TX, United States","Accident; Death; Sharp force injuries","accidental death; adolescent; adult; aged; alcohol abuse; article; child; death certificate; dog bite; female; human; knife cut; major clinical study; male; penetrating trauma; sex difference; stab wound; substance abuse; Accidents; Accidents, Traffic; Adolescent; Adult; Aged; Animals; Bites and Stings; Cause of Death; Child; Child, Preschool; Dogs; Fatal Outcome; Female; Humans; Male; Middle Aged; Retrospective Studies; Texas; Wounds, Penetrating; Wounds, Stab","Prahlow, J.A.; South Bend Medical Foundation, 530 N. Lafayette Blvd., South Bend, IN 46601, United States; email: jprahlow@sbmlab.org",Article,"Final","",Scopus,2-s2.0-0035205730
"Testorf M.F., Kronstrand R., Svensson S.P.S., Lundström I., Ahlner J.","7005491892;55946448300;7202278848;36044269100;24438918600;","Characterization of [3H]flunitrazepam binding to melanin",2001,"Analytical Biochemistry","298","2",,"259","264",,16,"10.1006/abio.2001.5364","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035892652&doi=10.1006%2fabio.2001.5364&partnerID=40&md5=62760f44cf74977b3e2144d1066044b5","Department of Biomedical Engineering, Linköping University, 581 85, Linköping, Sweden; Division of Pharmacology, Linköping University, 581 85, Linköping, Sweden; Division of Applied Physics, Linköping University, 581 85, Linköping, Sweden; National Board of Forensic Medicine, Department of Forensic Chemistry, University Hospital, 581 85, Linköping, Sweden","Testorf, M.F., Department of Biomedical Engineering, Linköping University, 581 85, Linköping, Sweden; Kronstrand, R., National Board of Forensic Medicine, Department of Forensic Chemistry, University Hospital, 581 85, Linköping, Sweden; Svensson, S.P.S., Division of Pharmacology, Linköping University, 581 85, Linköping, Sweden; Lundström, I., Division of Applied Physics, Linköping University, 581 85, Linköping, Sweden; Ahlner, J., National Board of Forensic Medicine, Department of Forensic Chemistry, University Hospital, 581 85, Linköping, Sweden","Affinity; Benzodiazepines; Binding; Hair; Melanin","Biochemistry; Chemistry; Affinity; Benzodiazepines; Binding; Binding characteristics; Displacement experiments; Drug concentration; Forensic toxicology; Hair; Melanin; 7 aminoflunitrazepam; benzodiazepine derivative; diazepam; flunitrazepam; melanin; nitrazepam; nordazepam; oxazepam; phenobarbital; tranquilizer; tritium; unclassified drug; zolpidem; zopiclone; anxiolytic agent; flunitrazepam; analytic method; article; binding affinity; binding kinetics; calculation; controlled study; cuttlefish; diffusion; drug determination; drug protein binding; drug structure; fish; hair analysis; in vitro study; incubation time; priority journal; animal; binding site; cell granule; dose response; kinetics; metabolism; mollusc; Sepia officinalis; Sepiidae; Animals; Anti-Anxiety Agents; Binding Sites; Cytoplasmic Granules; Dose-Response Relationship, Drug; Flunitrazepam; Kinetics; Melanins; Mollusca; Tritium","Testorf, M.F.; Department of Biomedical Engineering, , 581 85 Linköping, Sweden",Article,"Final","",Scopus,2-s2.0-0035892652
