Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID
"Guberan E., Fryc O., Robert M.","7003676865;6701836206;7202431913;","Sudden death from ventricular fibrillation following deliberate inhalation of chlorothene in an apprentice mechanic [MORT SUBITE PAR FIBRILLATION VENTRICULAIRE, APRES INHALATION VOLONTAIRE DE CHLOROTHENE, CHEZ UN APPRENTI MECANICIEN]",1976,"Schweizerische Medizinische Wochenschrift","106","4",,"119","121",,7,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017290972&partnerID=40&md5=a1553fd8e9b8da73e544b8b94b03d809","Dept. Med., Univ. Geneve, Switzerland","Guberan, E., Dept. Med., Univ. Geneve, Switzerland; Fryc, O., Dept. Med., Univ. Geneve, Switzerland; Robert, M., Dept. Med., Univ. Geneve, Switzerland",,"1,1,1 trichloroethane; acetone; benzene; carbon tetrachloride; tetrachloroethylene; toluene; trichloroethane; trichloroethylene; drug abuse; fatality; forensic medicine; heart ventricle fibrillation; hexane derivative; inhalational drug administration; major clinical study; sniffing; sudden death; Adult; English Abstract; Human; Male; Substance-Related Disorders; Trichloroethylene; Ventricular Fibrillation; Vomiting","Switzerland",Article,"Final","",Scopus,2-s2.0-0017290972
"Oksanen A.","7005118252;","Insulin in post-mortem blood - A comment",1976,"Zeitschrift für Rechtsmedizin","77","4",,"311","312",,2,"10.1007/BF00203833","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017280259&doi=10.1007%2fBF00203833&partnerID=40&md5=af32e521365834e39309b42a32aed034","Department of Forensic Medicine, University of Turku, Finland","Oksanen, A., Department of Forensic Medicine, University of Turku, Finland","Insulin in post-mortem blood; radioimmunoassay","insulin; autopsy; drug blood level; drug overdose; fatality; forensic medicine; homicide; hypoglycemia; in vitro study; legal aspect; methodology; suicide; theoretical study; Antigens; Binding Sites, Antibody; Death, Sudden; Forensic Medicine; Human; Insulin; Insulin Antibodies; Postmortem Changes; Radioimmunoassay; Suicide","Oksanen, A.; Department of Forensic Medicine, Finland",Review,"Final","",Scopus,2-s2.0-0017280259
"Chiba M.","7201589837;","Activity of erythrocyte δ aminolevulinic acid dehydrase and its change by heat treatment as indices of lead exposure",1976,"British Journal of Industrial Medicine","33","1",,"36","42",,15,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017257171&partnerID=40&md5=88d93db3577aa49909c1e972e5d707be","Dept. Hyg., Juntendo Univ. Sch. Med., Tokyo, Japan","Chiba, M., Dept. Hyg., Juntendo Univ. Sch. Med., Tokyo, Japan",,"aminolevulinic acid; lead; porphobilinogen synthase; diagnosis; drug blood level; erythrocyte; forensic medicine; heat; intoxication; lead poisoning; major clinical study; occupational disease; Aminolevulinic Acid; Environmental Exposure; Erythrocytes; Female; Heat; Human; Hydro-Lyases; Lead; Male; Occupational Medicine; Porphobilinogen Synthase; Time Factors","Japan",Article,"Final","",Scopus,2-s2.0-0017257171
"Fishbain H., McNamara T., Vasileff M., Wing J.","6504753545;7004768768;6504681936;7102329130;","Intravenous use of fructose in the detoxification of alcoholics. A ten month study",1976,"Ohio State Medical Journal","72","1",,"27","31",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017235520&partnerID=40&md5=7461a90a3052df97bfdcc882a4034544","Dept. Psychiat., Wright State Univ. Sch. Med., Dayton, Ohio, United States","Fishbain, H., Dept. Psychiat., Wright State Univ. Sch. Med., Dayton, Ohio, United States; McNamara, T., Dept. Psychiat., Wright State Univ. Sch. Med., Dayton, Ohio, United States; Vasileff, M., Dept. Psychiat., Wright State Univ. Sch. Med., Dayton, Ohio, United States; Wing, J., Dept. Psychiat., Wright State Univ. Sch. Med., Dayton, Ohio, United States",,"alcohol; fructose; sorbitol; alcoholism; clinical study; drug therapy; drug toxicity; forensic medicine; intoxication; intravenous drug administration; major clinical study; therapy; Adult; Alcoholism; Female; Fructose; Human; Injections, Intravenous; Male; Middle Age","United States",Article,"Final","",Scopus,2-s2.0-0017235520
"Kastengren C., Persson L.","6507543399;7202841023;","Intoxication - suicide or not?",1976,"Zeitschrift für Rechtsmedizin","77","4",,"313","319",,,"10.1007/BF00203834","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017228250&doi=10.1007%2fBF00203834&partnerID=40&md5=33e528e4a3bc29e5bcb08f6226a136c1","Department of Forensic Medicine, University of Lund, Lund, Sweden","Kastengren, C., Department of Forensic Medicine, University of Lund, Lund, Sweden; Persson, L., Department of Forensic Medicine, University of Lund, Lund, Sweden","Suicide, intoxication; uncertain cases of death","alcohol; analgesic agent; antidepressant agent; barbituric acid derivative; hypnotic agent; muscle relaxant agent; sedative agent; alcohol intoxication; cause of death; drug intoxication; epidemiology; fatality; gas; intoxication; law; suicide; Alcoholic Intoxication; Autopsy; Burns; Carbon Monoxide Poisoning; Diagnosis, Differential; Drowning; Female; Forensic Medicine; Human; Male; Poisoning; Suicide; Sweden","Kastengren, C.; Department of Forensic Medicine, , Lund, Sweden",Article,"Final","",Scopus,2-s2.0-0017228250
"Zander T.K.","57220460657;","Civil commitment in Wisconsin: the impact of Lessard v. Schmidt.",1976,"Wisconsin Law Review","1976","2",,"503","562",,20,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017211144&partnerID=40&md5=46abcb12708aec05684712b30c6bc035",,"Zander, T.K.",,"due process; psychotropic agent; Alternatives; article; competence; Constitutional Law; decision making; emergency health service; first aid; forensic psychiatry; hazard; human rights; illness behavior; institutionalization; Institutionalized Persons; involuntary commitment; Judicial Action; jurisprudence; Legal Rights; Lessard v. Schmidt; mental capacity; mental disease; mental patient; social control; State Interest; suicide; United States; violence; Alternatives; Competence; Constitutional Law; Dangerousness; Due Process; Emergency Care; Institutionalized Persons; Involuntary Commitment; Judicial Action; Legal Rights; Lessard v. Schmidt; Mentally Ill; Social Control; State Interest; Wisconsin; Civil Rights; Commitment of Mentally Ill; Dangerous Behavior; Decision Making; Emergency Medical Services; Institutionalization; Jurisprudence; Mental Competency; Mental Disorders; Mentally Ill Persons; Psychotropic Drugs; Social Control, Formal; Suicide; Treatment Refusal; Wisconsin","Zander, T.K.",Article,"Final","",Scopus,2-s2.0-0017211144
"Weissman J.C., Berns B.R.","7102571169;56705269500;","Patient confidentiality and the criminal justice system: a critical examination of the new federal confidentiality regulations",1976,"Contemporary Drug Problems","5","4",,"531","552",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017206518&partnerID=40&md5=4a3878d4f81323cc5dec6684088bda9e","Drug Programs, Denver Dept. Hlth, Denver, Colo., United States","Weissman, J.C., Drug Programs, Denver Dept. Hlth, Denver, Colo., United States; Berns, B.R., Drug Programs, Denver Dept. Hlth, Denver, Colo., United States",,"alcohol; criminal behavior; drug abuse; forensic medicine; major clinical study; Alcohol Abuse; Drug Abuse; Drug Abuse Office and Treatment Act 1972; Federal Government; Government Regulation; Law Enforcement; Legal Obligations; Professional Patient Relationship; Alcoholism; Confidentiality; Counseling; Criminal Law; Government; Health Personnel; Informed Consent; Jurisprudence; Legislation; Liability, Legal; Medical Records; Professional-Patient Relations; Social Control, Formal; Substance-Related Disorders; Violence","United States",Article,"Final","",Scopus,2-s2.0-0017206518
"Mitkova N.","6505958829;","Improvement of alertness in sailors during night watches by means of food and drinking regimens, including biologically active concentrates",1976,"Bulletin of the Institute of Maritime and Tropical Medicine in Gdynia","27","1",,"17","24",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017178143&partnerID=40&md5=e832ec4534803e6d75357b15598b330e","Transport Med. Inst., Sofia, Bulgaria","Mitkova, N., Transport Med. Inst., Sofia, Bulgaria",,"ascorbic acid; unclassified drug; varna; vitamin; alertness; attention; coordination; diet; drinking; drug excretion; fatigue; feeding behavior; food; forensic medicine; mineral salt; night work; normal human; sailor; shipping; theoretical study; vision; Energy Metabolism; Fatigue; Food, Fortified; Human; Naval Medicine","Bulgaria",Article,"Final","",Scopus,2-s2.0-0017178143
"Rasch W.","6701549111;","New aspects in forensic psychiatry [NEUE PERSPEKTIVEN IN DER FORENSISCHEN PSYCHIATRIE]",1976,"Medizinische Welt","27","38",,"1793","1796",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017173188&partnerID=40&md5=d241c8e105ad3f280e3c28394edd350c","Inst. Forens. Psychiat., Freie Univ., Berlin, Germany","Rasch, W., Inst. Forens. Psychiat., Freie Univ., Berlin, Germany",,"new drug; forensic psychiatry; Forensic Psychiatry; Germany, West; Human","Germany",Article,"Final","",Scopus,2-s2.0-0017173188
"Wagenbichler P., Berner W., Grunberger J., Herbich J., Schnedl W., Sluga W.","7005118504;36830948000;7007152585;7102423646;7006404567;6701758757;","Screening for YY syndrome in the convicts of a prison in Austria [SCREENING NACH DEM YY SYNDROM IN EINER GROSSEN OSTERREICHISCHEN STRAFANSTALT]",1976,"Wiener Medizinische Wochenschrift","126","45",,"637","639",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017166969&partnerID=40&md5=9d50c129c9c32bdd5148fe2499fbbee0","I Frauenklin., Univ. Wien, Austria","Wagenbichler, P., I Frauenklin., Univ. Wien, Austria; Berner, W., I Frauenklin., Univ. Wien, Austria; Grunberger, J., I Frauenklin., Univ. Wien, Austria; Herbich, J.; Schnedl, W.; Sluga, W.",,"guanosine phosphate antibody; unclassified drug; article; body height; criminal behavior; cytology; diagnosis; forensic medicine; histology; karyotype 47,XYY; prisoner; Y chromatin; Aggression; Body Height; Humans; Male; Prisoners; Sex Chromosome Aberrations; Sex Chromosomes","Austria",Article,"Final","",Scopus,2-s2.0-0017166969
